id,mz,rt,rtmin,rtmax,n_glc,mean_inten
2098,393.1345,6.88,6.62,7.08,710000,710000
2079,393.188,6.85,6.71,7.08,550000,550000
598,393.2284,1.9,1.7,1.96,450000,450000
1052,393.2284,2.73,2.53,2.78,420000,420000
2380,395.063,7.73,7.62,7.85,210000,210000
5020,395.1891,13.96,13.79,14.08,230000,230000
1838,395.8819,6.16,6.05,6.4,230000,230000
3330,396.0063,9.7,9.5,9.87,4100000,4100000
3505,396.1149,10.07,9.93,10.13,150000,150000
1413,396.1699,3.56,3.41,3.64,220000,220000
5471,396.8069,15.27,15.1,15.59,260000,260000
5476,396.9091,15.3,14.99,15.51,250000,250000
5128,396.9718,14.42,14.08,14.93,2000000,2000000
659,396.9819,2.04,1.96,2.24,99000,99000
3319,398.003,9.67,9.53,9.79,770000,770000
1424,398.1589,3.58,3.44,3.64,85000,85000
2451,398.167,8.02,7.79,8.19,240000,240000
5021,399.0165,13.96,13.76,14.05,100000,100000
2776,399.0967,8.61,8.53,8.73,620000,620000
2835,399.1317,8.67,8.53,8.76,300000,300000
2144,400.1614,6.97,6.88,7.08,330000,330000
1987,400.1978,6.68,5.88,7.28,3000000,3000000
5417,400.925,14.79,14.65,15.33,550000,550000
3911,401.0542,11.01,10.93,11.13,250000,250000
3506,401.1302,10.07,9.79,10.44,520000,520000
1988,401.2012,6.68,6.08,6.88,590000,590000
1831,401.8989,6.14,6.02,6.48,1200000,1200000
4377,402.0113,11.98,11.84,12.47,1300000,1300000
4665,402.0113,12.64,12.47,13.02,820000,820000
4936,402.0114,13.73,13.68,13.85,42000,42000
4428,402.0545,12.19,12.16,12.41,2700000,2700000
4240,402.9953,11.76,11.64,12.24,8500000,8500000
4562,402.9954,12.47,12.24,13.1,4100000,4100000
5302,403.0003,14.59,14.08,15.45,81000000,81000000
4681,403.0146,12.67,12.59,12.81,93000,93000
4029,403.0256,11.18,11.07,11.3,300000,300000
4429,403.047,12.19,12.16,12.36,890000,890000
3013,403.0586,9.04,8.79,9.15,510000,510000
3019,403.0711,9.07,8.76,9.15,380000,380000
2252,403.0712,7.39,7.34,7.5,400000,400000
3507,403.5558,10.07,9.96,10.27,2100000,2100000
4518,403.556,12.33,12.19,12.5,410000,410000
4241,403.9984,11.76,11.64,11.98,760000,760000
4563,403.9986,12.47,12.33,12.81,500000,500000
5303,404.0037,14.59,14.16,15.07,9600000,9600000
3551,404.0448,10.16,10.07,10.24,640000,640000
4030,404.0539,11.18,11.07,11.33,93000,93000
3490,404.0577,10.04,9.93,10.13,550000,550000
2892,404.0816,8.79,8.67,8.87,380000,380000
3491,404.1048,10.04,9.9,10.19,1700000,1700000
1374,404.167,3.5,3.38,3.67,210000,210000
5459,404.7942,15.19,15.1,15.33,74000,74000
5242,404.9587,14.5,14.33,14.93,1600000,1600000
4242,404.9994,11.76,11.67,11.84,240000,240000
4544,404.9995,12.44,12.39,12.56,70000,70000
4666,405.0166,12.64,12.56,12.76,410000,410000
4667,405.0291,12.64,12.56,12.81,970000,970000
2807,405.1047,8.64,8.53,8.79,1800000,1800000
3508,405.1083,10.07,9.93,10.13,320000,320000
2277,405.1157,7.56,7.45,7.7,400000,400000
2145,405.1519,6.97,6.8,7.14,330000,330000
2117,405.1645,6.91,6.71,7.22,1800000,1800000
5341,406.0018,14.62,14.5,14.79,560000,560000
2876,406.0436,8.76,8.56,8.81,280000,280000
2808,406.1079,8.64,8.53,8.76,370000,370000
2099,406.1677,6.88,6.82,7.08,380000,380000
4876,407.0539,13.48,13.42,13.73,84000,84000
2604,407.0562,8.33,8.27,8.53,390000,390000
2720,407.0776,8.53,8.47,8.79,430000,430000
3552,407.1242,10.16,10.01,10.21,160000,160000
3958,407.9414,11.1,11.07,11.3,170000,170000
3523,408.0118,10.1,9.99,10.16,490000,490000
4243,408.0119,11.76,11.64,11.96,340000,340000
2677,408.0902,8.41,8.3,8.53,4900000,4900000
2678,409.0181,8.41,8.3,8.5,280000,280000
2679,409.093,8.41,8.3,8.5,700000,700000
2055,409.1069,6.8,6.68,6.99,300000,300000
1053,409.2362,2.73,2.07,2.98,1900000,1900000
599,409.2364,1.9,1.79,2.07,2100000,2100000
2664,410.0877,8.39,8.3,8.5,810000,810000
169,410.2219,1.53,1.45,1.96,2000000,2000000
4388,410.5639,12.01,11.9,12.16,1000000,1000000
5129,410.9876,14.42,14.08,15.62,20000000,20000000
1128,411.0078,2.87,2.76,3.38,1200000,1200000
4400,411.0658,12.04,11.9,12.16,210000,210000
1526,411.108,3.99,3.73,4.27,150000,150000
2035,411.1413,6.77,6.51,7.05,990000,990000
4956,411.1505,13.85,13.79,14.05,140000,140000
118,411.2252,1.5,1.45,1.87,490000,490000
649,411.2252,1.96,1.93,2.24,83000,83000
4835,411.9466,13.27,13.13,13.33,46000,46000
3273,411.9839,9.59,9.5,9.79,3300000,3300000
5183,411.9911,14.45,14.13,15.13,2000000,2000000
1129,412.0111,2.87,2.78,3.07,210000,210000
2056,412.1443,6.8,6.54,6.85,230000,230000
268,412.2188,1.59,1.45,1.87,620000,620000
5465,412.8831,15.25,15.16,15.39,110000,110000
5379,412.9459,14.67,14.08,15.27,790000,790000
5130,413.0033,14.42,14.13,14.93,2500000,2500000
1130,413.0047,2.87,2.78,3.1,370000,370000
1989,413.139,6.68,6.57,6.82,150000,150000
392,413.2008,1.67,1.64,1.84,250000,250000
1990,414.1158,6.68,6.54,6.8,230000,230000
2301,414.1707,7.62,7.5,7.79,170000,170000
393,414.2136,1.67,1.59,2.16,9400000,9400000
2100,414.2462,6.88,6.74,7.02,500000,500000
4882,415.0355,13.5,13.42,13.65,55000,55000
394,415.2169,1.67,1.59,1.96,2000000,2000000
654,415.217,1.99,1.96,2.19,120000,120000
170,415.3068,1.53,1.47,1.9,530000,530000
171,417.251,1.53,1.42,2.44,4900000,4900000
119,417.3223,1.5,1.42,1.82,290000,290000
1839,417.8729,6.16,6.02,6.37,270000,270000
2913,418.1834,8.81,8.64,9.18,1600000,1600000
120,418.2542,1.5,1.45,2.01,1100000,1100000
5481,418.7889,15.33,15.19,15.53,120000,120000
5342,418.9744,14.62,14.19,15.3,17000000,17000000
2956,419.0361,8.9,8.76,9.13,400000,400000
5092,419.1139,14.36,14.19,14.56,2100000,2100000
5304,419.9777,14.59,14.39,14.9,1800000,1800000
3941,420.0376,11.07,10.98,11.21,750000,750000
2915,420.0593,8.81,8.59,8.93,530000,530000
2639,420.199,8.36,8.19,8.41,150000,150000
269,420.2507,1.59,1.42,2.04,2700000,2700000
680,420.2508,2.21,2.04,2.5,240000,240000
5462,420.7682,15.22,15.1,15.3,110000,110000
5460,420.8256,15.19,15.07,15.36,110000,110000
5343,420.9726,14.62,14.42,14.9,2200000,2200000
4668,420.9942,12.64,12.56,12.76,200000,200000
3870,421.0647,10.93,10.84,11.18,16000000,16000000
4946,421.0695,13.82,13.73,13.99,77000,77000
2809,421.0786,8.64,8.56,8.76,190000,190000
2278,421.0932,7.56,7.47,7.73,380000,380000
172,421.254,1.53,1.45,1.87,690000,690000
4725,422.0879,12.87,12.76,13.05,1100000,1100000
1942,422.1799,6.54,6.31,6.57,86000,86000
4430,423.0333,12.19,12.13,12.3,850000,850000
2665,423.0337,8.39,8.3,8.5,430000,430000
4682,423.1261,12.67,12.56,12.79,85000,85000
2692,424.0678,8.44,8.27,8.53,3900000,3900000
5521,424.7969,15.56,15.25,15.79,96000,96000
2640,425.0711,8.36,8.3,8.5,610000,610000
4127,425.081,11.47,11.21,12.3,10000000,10000000
4983,425.1509,13.91,13.79,14.05,160000,160000
3942,426.0226,11.07,10.9,11.53,27000000,27000000
4244,426.0226,11.76,11.53,12.36,7400000,7400000
3959,426.0355,11.1,11.04,11.41,230000,230000
4128,426.0846,11.47,11.33,11.7,1200000,1200000
5305,426.9616,14.59,14.05,15.48,7200000,7200000
4645,426.9985,12.61,12.56,12.76,450000,450000
4646,427.0111,12.61,12.56,12.76,350000,350000
5104,427.019,14.39,14.08,15.27,19000000,19000000
4129,427.0768,11.47,11.33,11.7,860000,860000
4130,427.0856,11.47,11.38,11.58,140000,140000
2810,427.0866,8.64,8.56,8.76,260000,260000
2000,427.1189,6.71,6.51,6.97,810000,810000
5005,427.128,13.93,13.82,14.02,130000,130000
5306,427.965,14.59,14.48,14.9,890000,890000
5211,428.0223,14.48,14.19,14.93,2000000,2000000
3945,428.0269,11.07,10.98,11.38,520000,520000
4207,428.027,11.73,11.61,11.81,150000,150000
2001,428.1222,6.71,6.54,6.85,200000,200000
5444,428.9199,14.93,14.9,15.22,100000,100000
5278,428.9773,14.56,14.22,15.07,1100000,1100000
1219,429.0185,3.04,2.87,3.64,670000,670000
270,429.0804,1.59,1.5,1.76,410000,410000
2777,429.1157,8.61,8.5,8.79,700000,700000
2302,429.1547,7.62,7.47,7.87,1200000,1200000
4031,429.9235,11.18,11.13,11.33,180000,180000
3274,429.9568,9.59,9.53,9.73,240000,240000
1220,430.0218,3.04,2.93,3.15,100000,100000
2680,430.0721,8.41,8.3,8.5,380000,380000
2693,430.0847,8.44,8.3,8.53,960000,960000
2146,430.2237,6.97,6.8,7.05,360000,360000
1221,431.0154,3.04,2.9,3.36,250000,250000
2694,431.088,8.44,8.3,8.5,200000,200000
5039,431.1003,14.08,13.96,14.16,110000,110000
600,431.2186,1.9,1.84,2.07,170000,170000
3341,433.0384,9.73,9.65,9.9,1300000,1300000
2012,433.1359,6.74,6.54,6.85,540000,540000
4966,433.1449,13.88,13.79,14.05,270000,270000
4032,434.0553,11.18,11.1,11.3,560000,560000
4033,434.0678,11.18,11.1,11.33,440000,440000
2356,434.1245,7.7,7.59,7.85,290000,290000
2357,434.2147,7.7,7.62,7.9,450000,450000
173,434.2663,1.53,1.45,2.04,39000000,39000000
4502,434.8141,12.3,12.19,12.41,1700000,1700000
3978,434.852,11.13,11.07,11.27,180000,180000
5307,434.9484,14.59,14.45,15.13,1900000,1900000
4005,434.963,11.15,11.07,11.3,95000,95000
1103,435.0522,2.81,2.76,3.21,870000,870000
1307,435.0525,3.3,3.21,3.7,140000,140000
1513,435.0525,3.87,3.7,4.01,100000,100000
1514,435.1526,3.87,3.78,4.22,86000,86000
1054,435.252,2.73,2.13,2.95,2200000,2200000
511,435.2521,1.87,1.73,2.13,2200000,2200000
1243,435.2522,3.1,2.95,3.27,98000,98000
4503,435.8146,12.3,12.19,12.39,260000,260000
1104,436.0556,2.81,2.78,3.01,250000,250000
1055,436.2553,2.73,2.47,2.78,400000,400000
512,436.2554,1.87,1.79,2.01,510000,510000
271,436.2732,1.59,1.45,1.9,1100000,1100000
601,436.2837,1.9,1.87,2.13,5500000,5500000
1257,436.2837,3.13,2.84,3.61,250000,250000
4504,436.8106,12.3,12.19,12.41,430000,430000
4433,436.9634,12.21,11.96,12.39,410000,410000
4883,437.1009,13.5,13.42,13.71,84000,84000
2147,437.2143,6.97,6.74,7.76,38000000,38000000
207,437.2409,1.56,1.42,1.9,910000,910000
513,437.2677,1.87,1.76,2.07,1700000,1700000
996,437.2677,2.7,2.07,2.76,590000,590000
4847,438.0829,13.3,13.13,13.33,58000,58000
3347,438.1154,9.76,9.67,9.99,1800000,1800000
2148,438.2176,6.97,6.8,7.36,7500000,7500000
4434,438.9589,12.21,11.98,12.36,210000,210000
4006,438.9838,11.15,11.1,11.3,160000,160000
4007,438.9964,11.15,11.1,11.36,420000,420000
4058,439.0968,11.24,11.13,11.47,1800000,1800000
2130,439.2201,6.94,6.82,7.19,700000,700000
4291,440.1328,11.79,11.61,11.98,3600000,3600000
1425,440.1438,3.58,3.44,3.64,79000,79000
5477,440.7709,15.3,15.22,15.48,89000,89000
5184,440.9982,14.45,14.25,14.5,1300000,1300000
4292,441.1361,11.79,11.64,11.96,660000,660000
326,441.1499,1.62,1.45,1.99,610000,610000
4530,442.0176,12.39,12.24,12.9,1800000,1800000
2916,442.0415,8.81,8.64,8.84,220000,220000
2893,442.1209,8.79,8.7,8.96,380000,380000
1426,442.1937,3.58,3.41,3.64,72000,72000
5380,442.9357,14.67,14.39,15.36,2600000,2600000
4648,442.9759,12.61,12.56,12.76,200000,200000
5308,442.993,14.59,14.08,15.36,13000000,13000000
4525,443.0207,12.36,12.27,12.59,190000,190000
4755,443.0211,13.05,12.93,13.19,85000,85000
3855,443.0346,10.9,10.84,11.04,160000,160000
3847,443.0467,10.87,10.81,11.1,1000000,1000000
2013,443.0912,6.74,6.51,6.85,350000,350000
2778,443.1314,8.61,8.53,8.84,1000000,1000000
121,443.2477,1.5,1.42,2.39,2200000,2200000
5421,443.9391,14.82,14.79,15.04,190000,190000
5344,443.9964,14.62,14.19,15.02,1600000,1600000
4729,444.0699,12.9,12.79,13.02,240000,240000
2811,444.1364,8.64,8.56,8.79,420000,420000
2279,444.1757,7.56,7.47,7.73,190000,190000
5381,444.9513,14.67,14.56,14.9,560000,560000
2752,445.0934,8.59,8.53,8.76,500000,500000
2158,445.2001,6.99,6.85,7.14,820000,820000
3003,447.035,9.01,8.84,9.07,190000,190000
4131,447.0506,11.47,11.38,11.61,270000,270000
4132,447.0631,11.47,11.27,11.7,1500000,1500000
3979,448.0046,11.13,11.04,11.47,480000,480000
4096,448.0664,11.44,11.36,11.61,190000,190000
2101,448.2306,6.88,6.71,7.05,700000,700000
4984,449.1099,13.91,13.82,14.02,95000,95000
4059,449.1531,11.24,11.07,11.33,420000,420000
2327,450.1022,7.67,7.59,7.79,270000,270000
3793,450.1735,10.67,10.56,10.81,1300000,1300000
4505,450.7918,12.3,12.19,12.41,1200000,1200000
5076,450.9803,14.3,14.08,14.65,1900000,1900000
2836,451.0977,8.67,8.53,8.76,220000,220000
645,452.2787,1.93,1.87,2.13,4600000,4600000
1222,453.063,3.04,2.9,3.44,420000,420000
4906,453.0785,13.59,13.42,13.71,110000,110000
1840,453.8407,6.16,6.08,6.4,73000,73000
3348,454.093,9.76,9.67,9.99,1200000,1200000
4184,454.572,11.64,11.56,11.81,270000,270000
5131,455.0139,14.42,14.16,14.96,16000000,16000000
4985,455.127,13.91,13.79,14.05,160000,160000
5022,455.1978,13.96,13.79,14.05,270000,270000
5132,456.0173,14.42,14.25,14.76,2100000,2100000
4034,456.0373,11.18,11.07,11.3,240000,240000
1223,456.0374,3.04,2.9,3.3,380000,380000
2397,456.201,7.79,7.7,7.9,260000,260000
208,456.2031,1.56,1.47,1.9,1000000,1000000
923,456.2032,2.64,2.5,2.7,110000,110000
4452,456.7964,12.24,12.19,12.41,300000,300000
4453,456.8086,12.24,12.19,12.41,1400000,1400000
4008,456.8466,11.15,11.1,11.3,110000,110000
5472,456.9214,15.27,15.25,15.53,54000,54000
1118,457.0343,2.84,2.78,3.21,760000,760000
1056,457.2364,2.73,2.58,2.78,1200000,1200000
1395,458.1715,3.53,3.44,3.64,91000,91000
5400,458.9096,14.73,14.56,15.1,850000,850000
5345,458.9669,14.62,14.08,15.36,4300000,4300000
3872,459.0117,10.93,10.84,11.04,230000,230000
2812,459.109,8.64,8.53,8.81,1200000,1200000
3386,459.1699,9.82,9.7,10.01,3400000,3400000
2163,459.1963,7.02,6.85,7.22,1900000,1900000
209,459.2028,1.56,1.53,1.76,420000,420000
1841,459.8577,6.16,6.02,6.42,160000,160000
2849,460.1126,8.7,8.56,8.76,310000,310000
3405,460.1728,9.84,9.73,9.99,670000,670000
2159,460.1996,6.99,6.91,7.14,440000,440000
5401,460.9652,14.73,14.65,14.9,740000,740000
4009,460.966,11.15,11.1,11.36,250000,250000
4035,460.9784,11.18,11.1,11.33,240000,240000
4060,461.0789,11.24,11.15,11.38,280000,280000
3426,461.1675,9.87,9.73,9.99,450000,450000
602,462.2994,1.9,1.82,1.99,2000000,2000000
2980,463.0001,8.96,8.87,9.1,350000,350000
2941,463.0126,8.87,8.73,9.13,210000,210000
484,463.2835,1.84,1.76,1.96,630000,630000
1396,464.1883,3.53,3.44,3.64,99000,99000
2102,464.2081,6.88,6.68,7.08,590000,590000
1149,464.2506,2.93,2.76,3.78,700000,700000
515,464.315,1.87,1.79,2.19,2800000,2800000
1057,464.315,2.73,2.56,2.78,2500000,2500000
783,464.3151,2.41,2.19,2.56,130000,130000
4036,465.11,11.18,11.13,11.33,340000,340000
2866,465.1134,8.73,8.53,8.87,820000,820000
1150,465.2538,2.93,2.87,3.13,200000,200000
88,465.2894,1.47,1.36,2.07,1800000,1800000
4435,465.9829,12.21,12.07,12.33,250000,250000
3912,466.1077,11.01,10.87,11.15,530000,530000
3331,466.1239,9.7,9.56,10.07,2500000,2500000
89,466.293,1.47,1.39,1.56,450000,450000
1082,466.2942,2.76,2.61,2.78,1200000,1200000
1058,466.3305,2.73,2.16,2.81,1700000,1700000
603,466.3307,1.9,1.82,2.04,2200000,2200000
5431,466.897,14.87,14.84,15.33,290000,290000
3960,467.0919,11.1,11.01,11.24,230000,230000
3332,467.1275,9.7,9.62,10.01,460000,460000
90,467.3051,1.47,1.36,1.99,1200000,1200000
924,467.3053,2.64,2.21,2.7,200000,200000
5059,468.0116,14.25,14.08,14.33,690000,690000
3716,468.1297,10.5,10.44,10.7,470000,470000
3843,468.1297,10.84,10.76,10.93,510000,510000
2057,468.1991,6.8,6.71,6.97,230000,230000
5134,469.0296,14.42,14.08,15.25,130000000,130000000
4097,469.0451,11.44,11.36,11.61,400000,400000
5135,470.0329,14.42,14.16,14.96,18000000,18000000
5257,470.9879,14.53,14.19,15.02,5700000,5700000
5136,471.0338,14.42,14.22,14.82,3600000,3600000
5023,471.1755,13.96,13.79,14.05,300000,300000
3307,472.118,9.65,9.56,9.76,700000,700000
4519,472.7826,12.33,12.19,12.41,170000,170000
4957,473.039,13.85,13.73,14.02,540000,540000
210,473.2184,1.56,1.45,2.04,16000000,16000000
958,473.2185,2.67,2.04,2.93,1700000,1700000
122,473.2829,1.5,1.33,2.1,13000000,13000000
997,473.283,2.7,2.39,2.76,790000,790000
211,474.2218,1.56,1.45,2.04,4100000,4100000
91,474.2863,1.47,1.33,2.04,3700000,3700000
5346,474.941,14.62,14.5,15.02,1100000,1100000
1195,475.045,2.98,2.9,3.3,200000,200000
3406,475.1474,9.84,9.7,10.01,2700000,2700000
273,475.2248,1.59,1.45,2.01,570000,570000
123,475.2896,1.5,1.36,1.84,600000,600000
2695,476.0778,8.44,8.3,8.5,810000,810000
3407,476.1507,9.84,9.73,9.99,630000,630000
4046,476.9434,11.21,11.1,11.36,200000,200000
4037,476.9588,11.18,11.13,11.33,100000,100000
4986,477.1926,13.91,13.85,14.08,110000,110000
5466,478.9122,15.25,15.07,15.45,150000,150000
5137,478.9752,14.42,14.11,14.87,1700000,1700000
124,479.3745,1.5,1.42,1.87,290000,290000
2103,480.1805,6.88,6.77,7.05,330000,330000
604,480.3099,1.9,1.82,2.81,24000000,24000000
1880,480.8597,6.22,6.05,6.4,230000,230000
4711,480.9302,12.79,12.7,12.93,97000,97000
4170,480.9825,11.58,11.44,11.81,1000000,1000000
4038,481.0751,11.18,11.13,11.33,310000,310000
4039,481.0905,11.18,11.13,11.33,130000,130000
3387,481.1645,9.82,9.76,10.01,370000,370000
605,481.3133,1.9,1.82,2.81,5700000,5700000
1224,481.3133,3.04,2.81,3.36,170000,170000
4683,481.9778,12.67,12.47,14.11,7400000,7400000
4067,482.1028,11.27,11.15,11.38,480000,480000
2071,482.2148,6.82,6.62,6.97,470000,470000
454,482.2949,1.76,1.67,1.99,760000,760000
5418,482.9282,14.79,14.48,15.33,940000,940000
4047,482.9605,11.21,11.13,11.33,200000,200000
4565,482.9618,12.47,12.3,14.13,40000000,40000000
4684,482.9811,12.67,12.44,13.27,830000,830000
2666,483.0424,8.39,8.27,8.47,260000,260000
485,483.1697,1.84,1.76,1.93,1000000,1000000
455,483.2986,1.76,1.67,1.87,210000,210000
4937,483.9654,13.73,13.65,13.85,39000,39000
4685,483.982,12.67,12.5,12.87,200000,200000
4567,484.9662,12.47,12.33,13.13,1100000,1100000
5279,485.0036,14.56,14.08,15.27,52000000,52000000
4930,485.1994,13.71,13.53,13.99,470000,470000
92,485.283,1.47,1.36,1.84,760000,760000
5185,486.0069,14.45,14.22,14.93,7300000,7300000
4923,486.2028,13.68,13.59,13.82,87000,87000
1859,486.8766,6.19,6.05,6.45,670000,670000
5309,486.9619,14.59,14.36,14.87,1600000,1600000
4048,487.0797,11.21,11.13,11.33,160000,160000
4040,487.092,11.18,11.1,11.3,310000,310000
2867,487.0956,8.73,8.56,8.81,290000,290000
3479,487.1785,10.01,9.67,10.1,4100000,4100000
5280,488.0051,14.56,14.53,14.76,670000,670000
3637,488.1625,10.36,10.21,10.44,490000,490000
3480,488.1819,10.01,9.79,10.1,800000,800000
4903,489.0571,13.56,13.48,13.68,85000,85000
3582,489.143,10.24,10.16,10.5,3400000,3400000
93,489.2779,1.47,1.33,2.3,1600000,1600000
4071,489.9942,11.3,11.21,11.5,330000,330000
2641,490.0935,8.36,8.3,8.53,500000,500000
125,490.2813,1.5,1.33,1.84,480000,480000
683,491.2396,2.24,2.07,2.3,76000,76000
897,491.2396,2.58,2.47,2.7,140000,140000
2642,492.0554,8.36,8.3,8.5,630000,630000
516,492.3101,1.87,1.79,1.99,680000,680000
517,492.3464,1.87,1.73,2.04,910000,910000
1059,492.3464,2.73,2.36,2.76,500000,500000
5138,492.9909,14.42,14.08,15.22,15000000,15000000
2002,493.1446,6.71,6.51,6.82,200000,200000
4649,493.4546,12.61,12.53,12.76,150000,150000
4568,493.9467,12.47,12.39,12.7,1700000,1700000
5212,493.9944,14.48,14.13,14.87,1500000,1500000
518,494.3257,1.87,1.79,2.04,1800000,1800000
959,494.3618,2.67,2.47,2.7,120000,120000
4569,494.4478,12.47,12.39,12.59,590000,590000
5473,494.8862,15.27,15.13,15.39,100000,100000
5311,494.9492,14.59,14.11,15.16,1500000,1500000
5139,495.0065,14.42,14.16,14.79,1400000,1400000
4958,495.021,13.85,13.73,13.99,200000,200000
3349,496.0742,9.76,9.7,9.96,360000,360000
3492,496.1788,10.04,9.9,10.1,340000,340000
3646,498.1351,10.38,10.27,10.47,460000,460000
2072,498.1926,6.82,6.65,6.91,510000,510000
1060,498.2898,2.73,2.7,3.07,20000000,20000000
4061,498.941,11.24,11.13,11.36,120000,120000
3320,499.0518,9.67,9.53,9.76,1600000,1600000
1151,500.2273,2.93,2.84,3.3,1900000,1900000
2289,500.6579,7.59,7.53,7.76,210000,210000
5312,500.9776,14.59,14.22,15.04,15000000,15000000
3873,501.0312,10.93,10.84,11.04,600000,600000
5093,501.1172,14.36,14.19,14.48,2000000,2000000
1152,501.2307,2.93,2.84,3.27,320000,320000
2280,501.6656,7.56,7.45,7.85,850000,850000
5244,501.981,14.5,14.39,14.84,1700000,1700000
2273,502.1673,7.53,7.45,7.76,300000,300000
1153,502.2244,2.93,2.84,3.38,470000,470000
1881,502.8506,6.22,6.02,6.4,190000,190000
4145,502.9646,11.53,11.44,11.64,150000,150000
5313,502.9757,14.59,14.42,14.84,1800000,1800000
4090,503.146,11.41,11.24,11.67,470000,470000
3829,503.1624,10.81,10.5,10.95,690000,690000
1154,503.2276,2.93,2.87,3.15,130000,130000
4686,503.9476,12.67,12.59,12.81,120000,120000
4687,503.9599,12.67,12.5,13.3,1100000,1100000
3811,504.1658,10.73,10.56,10.9,150000,150000
2080,504.2097,6.85,6.68,6.97,360000,360000
1061,504.3085,2.73,2.5,2.78,1700000,1700000
4570,504.9316,12.47,12.36,12.9,1300000,1300000
4589,504.944,12.5,12.36,13.33,3800000,3800000
719,505.3118,2.33,2.24,2.47,99000,99000
1062,505.312,2.73,2.53,2.78,400000,400000
4590,505.4603,12.5,12.39,12.64,220000,220000
4571,505.9472,12.47,12.39,12.96,320000,320000
4247,505.9889,11.76,11.58,14.08,84000000,84000000
4248,506.0054,11.76,11.64,11.87,590000,590000
519,506.3256,1.87,1.76,2.78,7900000,7900000
1212,506.3257,3.01,2.84,3.3,250000,250000
4600,506.9292,12.53,12.41,12.61,92000,92000
4591,506.9482,12.5,12.39,12.59,98000,98000
4959,507.1541,13.85,13.79,14.02,110000,110000
1063,507.3288,2.73,1.99,2.78,830000,830000
520,507.3289,1.87,1.76,1.99,1900000,1900000
4251,507.9935,11.76,11.58,12.21,2300000,2300000
4252,508.0128,11.76,11.61,11.84,110000,110000
521,508.3413,1.87,1.73,1.96,12000000,12000000
998,508.3413,2.7,1.96,2.81,4300000,4300000
1184,508.3414,2.95,2.81,3.27,430000,430000
5258,508.9649,14.53,14.08,15.39,10000000,10000000
4253,508.9968,11.76,11.61,11.9,240000,240000
5140,509.0222,14.42,14.11,15.19,13000000,13000000
1991,509.1221,6.68,6.54,6.77,170000,170000
377,509.2889,1.64,1.56,1.99,670000,670000
522,509.3446,1.87,1.76,1.99,3200000,3200000
5105,510.0257,14.39,14.19,14.84,1900000,1900000
3367,512.0517,9.79,9.7,9.96,380000,380000
2733,512.1529,8.56,8.5,8.73,790000,790000
1719,512.2693,5.16,4.99,5.3,53000,53000
3350,514.0486,9.76,9.7,9.93,180000,180000
3655,514.1126,10.41,10.27,10.47,420000,420000
1119,514.2848,2.84,2.76,3.5,1200000,1200000
2270,514.6734,7.5,7.39,7.7,530000,530000
4254,515.1623,11.76,11.58,11.9,150000,150000
1105,515.2882,2.81,2.76,3.13,320000,320000
2036,516.1993,6.77,6.57,6.97,760000,760000
5347,516.9516,14.62,14.42,15.13,2500000,2500000
4255,516.9738,11.76,11.64,11.96,5100000,5100000
3427,517.1286,9.87,9.73,10.01,1200000,1200000
2014,517.2023,6.74,6.62,6.85,250000,250000
960,517.2554,2.67,2.5,2.7,160000,160000
4256,517.475,11.76,11.64,11.93,1900000,1900000
3913,519.0419,11.01,10.87,11.13,1200000,1200000
3436,519.1259,9.9,9.7,10.01,540000,540000
3333,521.0337,9.7,9.53,9.76,1300000,1300000
1083,521.1164,2.76,2.7,2.98,590000,590000
4768,521.9841,13.07,12.9,14.13,3800000,3800000
4769,522.9877,13.07,12.96,13.76,410000,410000
5187,523.0015,14.45,14.33,14.53,670000,670000
4098,523.0581,11.44,11.36,11.56,150000,150000
4788,523.9886,13.13,12.99,13.25,110000,110000
1185,524.2718,2.95,2.81,3.27,260000,260000
1084,524.2997,2.76,2.73,3.13,1800000,1800000
5348,524.9389,14.62,14.08,15.39,4800000,4800000
4208,524.9627,11.73,11.64,11.9,910000,910000
5314,524.9962,14.59,14.08,15.22,7500000,7500000
4703,525.9417,12.73,12.53,13.05,200000,200000
5213,525.9996,14.48,14.3,14.84,1300000,1300000
606,526.3157,1.9,1.87,2.04,1500000,1500000
4573,526.9133,12.47,12.39,12.87,490000,490000
4593,526.926,12.5,12.39,12.67,750000,750000
1155,527.2463,2.93,2.87,3.24,460000,460000
4257,527.9584,11.76,11.61,12.36,5600000,5600000
4195,527.9711,11.7,11.58,11.93,3600000,3600000
4594,527.9711,12.5,12.39,13.68,290000,290000
1882,528.0094,6.22,6.05,6.42,130000,130000
2734,528.1306,8.56,8.5,8.73,450000,450000
523,528.31,1.87,1.79,1.96,730000,730000
1065,528.31,2.73,2.53,2.78,840000,840000
4260,528.9594,11.76,11.64,11.9,920000,920000
4196,528.9744,11.7,11.61,11.93,340000,340000
4261,529.9558,11.76,11.64,12.04,610000,610000
2058,532.177,6.8,6.57,6.85,670000,670000
5390,532.9262,14.7,14.59,15.25,540000,540000
5094,532.9835,14.36,14.11,15.13,2400000,2400000
3437,533.1062,9.9,9.73,9.99,870000,870000
2003,533.1803,6.71,6.62,6.88,170000,170000
1883,534.0531,6.22,6.02,6.37,110000,110000
4146,535.0379,11.53,11.38,11.64,530000,530000
4608,535.0852,12.56,12.39,12.84,560000,560000
4602,535.587,12.53,12.41,12.76,230000,230000
4262,535.9466,11.76,11.64,11.84,790000,790000
4574,536.8813,12.47,12.36,12.59,240000,240000
