name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
Lactate,Lactate,L-Lactic acid,HMDB0000190,107689,422,C00186,5205,C[C@@H](C(=O)O)O,,,,3.86,,,,,C3H6O3,90.03169405,1
Glycerate,Glycerate,Glyceric acid,HMDB0000139,439194,32398,C00258,280,C([C@H](C(=O)O)O)O,,,,4.69,,,,,C3H6O4,106.0266087,1
Guanidinoacetate,Guanidinoacetate,Guanidoacetic acid,HMDB0000128,763,16344,C00581,5163,C(C(=O)O)N=C(N)N,,,,,,,,,C3H7N3O2,117.0538265,2
Beta-alanine,Beta-alanine,Beta-Alanine,HMDB0000056,239,16958,C00099,5119,C(CN)C(=O)O,,,,6.93,,,,,C3H7N1O2,89.04767847,1
Alanine,Alanine,L-Alanine,HMDB0000161,5950,16977,C00041,,C[C@@H](C(=O)O)N,,,,6.93,,,,,C3H7N1O2,89.04767847,1
Sarcosine,Sarcosine,Sarcosine,HMDB0000271,1088,15611,C00213,51,CNCC(=O)O,,,,6.69,,,,,C3H7N1O2,89.04767847,1
Cysteine,Cysteine,L-Cysteine,HMDB0000574,5862,17561,C00097,5556,C([C@@H](C(=O)O)N)S,,,,6.35,,,,,C3H7N1O2S1,121.0197492,1
Serine,Serine,L-Serine,HMDB0000187,5951,17115,C00065,5203,C([C@@H](C(=O)O)N)O,,,,7.82,,,,,C3H7N1O3,105.0425931,1
Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,HMDB0001473,668,16108,C00111,6262,C(C(=O)COP(=O)(O)O)O,,,,9.92,,,,,C3H7O6P1,169.9980244,1
D-Glyceraldehyde-3-phosphate,D-Glyceraldehyde 3-phosphate,D-Glyceraldehyde 3-phosphate,HMDB0001112,729,17138,C00661,3294,C(C(C=O)O)OP(=O)(O)O,,,,10.39,,,,,C3H7O6P1,169.9980244,1
3-Phosphoglycerate,3-Phosphoglycerate,3-Phosphoglyceric acid,HMDB0000807,724,17050,C00597,150,C(C(C(=O)O)O)OP(=O)(O)O,,,,,,,,,C3H7O7P1,185.9929391,1
2-Phosphoglycerate,2-Phosphoglycerate,2-Phosphoglyceric acid,HMDB0000362,59,24344,,5351,C(C(C(=O)O)OP(=O)(O)O)O,,,,,,,,,C3H7O7P1,185.9929391,1
3-Phosphoserine,3-Phosphoserine,Phosphoserine,HMDB0000272,68841,15811,C01005,5270,C([C@@H](C(=O)O)N)OP(=O)(O)O,,,,,,,,,C3H8N1O6P1,185.0089235,1
2 3-Bisphosphoglycerate,"2,3-Bisphosphoglycerate","2,3-Diphosphoglyceric acid",HMDB0001294,186004,17720,C01159,153,C([C@H](C(=O)O)OP(=O)(O)O)OP(=O)(O)O,,,,13.9,,,,,C3H8O10P2,265.9592694,1
Trimethylamine oxide,Trimethylamine oxide,Trimethylamine N-oxide,HMDB0000925,1145,15724,C01104,5876,C[N+](C)(C)[O-],,,,6.42,,,,,C3H9N1O1,75.06841392,0
DL-a-Glycerophosphate,DL-a-Glycerophosphate,Glycerol 3-phosphate,HMDB0000126,439162,15978,C00093,5161,C([C@H](COP(=O)(O)O)O)O,,,,9.85,,,,,C3H9O6P1,172.0136745,0
Creatine Phosphate,Creatine Phosphate,Phosphocreatine,HMDB0001511,587,17287,C02305,6288,CN(CC(=O)O)C(=NP(=O)(O)O)N,,,,10.23,,,,,C4H10N3O5P1,211.0358069,2
Uracil,Uracil,Uracil,HMDB0000300,1174,17568,C00106,258,C1=CNC(=O)NC1=O,,,,2.05,,,,,C4H4N2O2,112.0272774,4
Maleic acid,Maleic acid,Maleic acid,HMDB0000176,444266,18300,C01384,4198,C(=C\C(=O)O)\C(=O)O,,,,6.57,,,,,C4H4O4,116.0109586,3
Fumarate,Fumarate,Fumaric acid,HMDB0000134,444972,18012,C00122,3242,C(=C/C(=O)O)\C(=O)O,,,,8.21,,,,,C4H4O4,116.0109586,3
Oxaloacetate,Oxaloacetate,Oxalacetic acid,HMDB0000223,970,30744,C00036,123,C(C(=O)C(=O)O)C(=O)O,,,,8.29,,,,,C4H4O5,132.0058732,3
Cytosine,Cytosine,Cytosine,HMDB0000630,597,16040,C00380,283,C1=C(NC(=O)N=C1)N,,,,,,,,,C4H5N3O1,111.0432618,4
2 4-Diamino-6-hydroxypyrimidine,"2,4-Diamino-6-hydroxypyrimidine","2,4-Diamino-6-hydroxypyrimidine",HMDB0002128,2944,804916,,6500,C1=C(NC(=NC1=O)N)N,,,,3.11,,,,,C4H6N4O1,126.0541609,4
Succinic acid semialdehyde,Succinic acid semialdehyde,Succinic acid semialdehyde,HMDB0001259,1112,16265,C00232,6114,C(CC(=O)O)C=O,,,,3.84,,,,,C4H6O3,102.0316941,2
2-Oxobutanoate,2-Oxobutanoate,2-Ketobutyric acid,HMDB0000005,58,30831,C00109,,CCC(=O)C(=O)O,,,,2.16,,,,,C4H6O3,102.0316941,2
Acetoacetate,Acetoacetate,Acetoacetic acid,HMDB0000060,96,15344,C00164,276,CC(=O)CC(=O)O,,,,,,,,,C4H6O3,102.0316941,2
Succinate,Succinate,Succinic acid,HMDB0000254,1110,15741,C00042,114,C(CC(=O)O)C(=O)O,,,,8.77,,,,,C4H6O4,118.0266087,2
Diglycolic acid,Diglycolic acid,NA,NA,8088,,,,C(C(=O)O)OCC(=O)O,,,,9.83,,,,,C4H6O5,134.0215233,2
Malate,Malate,L-Malic acid,HMDB0000156,222656,30797,C00149,,C([C@@H](C(=O)O)O)C(=O)O,,,,9.3,,,,,C4H6O5,134.0215233,2
Acetyl glycine,N-Acetylglycine,Acetylglycine,HMDB0000532,10972,40410,,5517,CC(=O)NCC(=O)O,,,,4.59,,,,,C4H7N1O3,117.0425931,2
2-amino-3-ketobutyric acid,2-amino-3-ketobutyric acid,L-2-Amino-3-oxobutanoic acid,HMDB0006454,440033,40673,C03508,,CC(=O)[C@@H](C(=O)O)N,,,,,,,,,C4H7N1O3,117.0425931,2
Aspartate,Aspartate,L-Aspartic acid,HMDB0000191,5960,17053,C00049,5206,C([C@@H](C(=O)O)N)C(=O)O,,,,9.11,,,,,C4H7N1O4,133.0375077,2
Gly-Gly,Gly-Gly,Glycyl-glycine,HMDB0011733,11163,17201,C02037,,C(C(=O)NCC(=O)O)N,,,,7.49,,,,,C4H8N2O3,132.0534921,2
Asparagine,Asparagine,L-Asparagine,HMDB0000168,6267,17196,C00152,14,C([C@@H](C(=O)O)N)C(=O)N,,,,7.88,,,,,C4H8N2O3,132.0534921,2
Allantoate,Allantoate,Allantoic acid,HMDB0001209,203,30837,C00499,343,C(C(=O)O)(NC(=O)N)NC(=O)N,,,,7.75,,,,,C4H8N4O4,176.0545548,3
3-Hydroxybutyric acid,3-Hydroxybutyric acid,3-Hydroxybutyric acid,HMDB0000357,441,20067,C01089,125,CC(CC(=O)O)O,,,,3.92,,,,,C4H8O3,104.0473441,1
Threonic acid,Threonic acid,Threonic acid,HMDB0000943,151152,49059,C01620,5891,C([C@H]([C@@H](C(=O)O)O)O)O,,,,6.91,,,,,C4H8O5,136.0371734,1
Creatine,Creatine,Creatine,HMDB0000064,586,16919,C00300,7,CN(CC(=O)O)C(=N)N,,,,6.89,,,,,C4H9N3O2,131.0694766,2
gamma-amino butyrate,gamma-aminobutyrate,Gamma-Aminobutyric acid,HMDB0000112,119,16865,C00334,,C(CC(=O)O)CN,,,,7.82,,,,,C4H9N1O2,103.0633285,1
4-Aminobutyrate,4-Aminobutyrate,Gamma-Aminobutyric acid,HMDB0000112,119,16865,C00334,,C(CC(=O)O)CN,,,,7.91,,,,,C4H9N1O2,103.0633285,1
Dimethylglycine,Dimethylglycine,Dimethylglycine,HMDB0000092,673,17724,C01026,277,CN(C)CC(=O)O,,,,5.88,,,,,C4H9N1O2,103.0633285,1
Homocysteine,Homocysteine,Homocysteine,HMDB0000742,778,17230,C00155,3256,C(CS)C(C(=O)O)N,,,,4.58,,,,,C4H9N1O2S1,135.0353993,1
Homoserine,Homoserine,L-Homoserine,HMDB0000719,12647,15699,C00263,5687,C(CO)[C@@H](C(=O)O)N,,,,7.33,,,,,C4H9N1O3,119.0582432,1
Threonine,Threonine,L-Threonine,HMDB0000167,6288,16857,C00188,32,C[C@H]([C@@H](C(=O)O)N)O,,,,7.1,,,,,C4H9N1O3,119.0582432,1
Homocysteic acid,Homocysteic acid,L-Homocysteic acid,HMDB0002205,177491,488363,C16511,6545,C(CS(=O)(=O)O)[C@@H](C(=O)O)N,,,,8.56,,,,,C4H9N1O5S1,183.0201431,1
Glutamine,Glutamine,L-Glutamine,HMDB0000641,5961,18050,C00064,5614,C(CC(=O)N)[C@@H](C(=O)O)N,,,,7.74,,,,,C5H10N2O3,146.0691422,2
2-Hydroxy-3-methylbutyric acid,2-Hydroxy-3-methylbutyric acid,2-Hydroxy-3-methylbutyric acid,HMDB0000407,99823,60645,,5396,CC(C)C(C(=O)O)O,,,,2.6,,,,,C5H10O3,118.0629942,1
Lyxose,Xylose,D-Xylose,HMDB0000098,135191,53455,C00181,314,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,,,,3.88,,,,,C5H10O5,150.0528234,1
Betaine aldehyde,Betaine aldehyde,Betaine aldehyde,HMDB0001252,249,15710,C00576,278,C[N+](C)(C)CC=O,,,,5.8,,,,,C5H11N1O1,101.084064,1
Valine,Valine,L-Valine,HMDB0000883,6287,16414,C00183,5842,CC(C)[C@@H](C(=O)O)N,,,,5.46,,,,,C5H11N1O2,117.0789786,1
Betaine,Betaine,Betaine,HMDB0000043,247,17750,C00719,287,C[N+](C)(C)CC(=O)[O-],,,,4.77,,,,,C5H11N1O2,117.0789786,1
Methionine,Methionine,L-Methionine,HMDB0000696,6137,16643,C00073,5664,CSCC[C@@H](C(=O)O)N,,,,4.3,,,,,C5H11N1O2S1,149.0510493,1
Deoxyribose phosphate,Deoxyribose 5-phosphate,Deoxyribose 5-phosphate,HMDB0001031,45934311,16132,C00673,5956,C1[C@@H]([C@H](O[C@H]1O)COP(=O)(O)O)O,,,,9.73,,,,,C5H11O7P1,214.0242392,1
Ribose phosphate,D-Ribose 5-phosphate,D-Ribose 5-phosphate,HMDB0001548,439167,52742,C00117,6315,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O,,,,10.1,,,,,C5H11O8P1,230.0191538,1
Ribulose-5-phosphate,D-Ribulose 5-phosphate,D-Ribulose 5-phosphate,HMDB0000618,439184,17363,C00199,5591,C([C@H]([C@H](C(=O)CO)O)O)OP(=O)(O)O,,,,,,,,,C5H11O8P1,230.0191538,1
Xylose-5-phosphate,Xylulose 5-phosphate,Xylulose 5-phosphate,HMDB0000868,439190,16332,C00231,5829,C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O,,,,,,,,,C5H11O8P1,230.0191538,1
Ornithine,Ornithine,Ornithine,HMDB0000214,6262,15729,C00077,27,C(C[C@@H](C(=O)O)N)CN,,,,11.58,,,,,C5H12N2O2,132.0898776,1
Ribitol,Ribitol,Ribitol,HMDB0000508,NA,15963,C00474,316,OC[C@H](O)[C@H](O)[C@H](O)CO,,,,4.43,,,,,C5H12O5,152.0684735,0
Phosphoribosyl pyrophosphate,Phosphoribosyl pyrophosphate,Phosphoribosyl pyrophosphate,HMDB0000280,7339,17111,C00119,5274,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,,,,,,,,,C5H13O14P3,389.9518146,1
Phosphocholine,Phosphocholine,Phosphorylcholine,HMDB0001565,1014,18132,C00588,6326,C[N+](C)(C)CCOP(=O)(O)O,,,,11.19,,,,,C5H14N1O4P1,183.0660444,0
Orotate,Orotate,Orotic acid,HMDB0000226,967,16742,C00295,318,C1=C(NC(=O)NC1=O)C(=O)O,,,,,,,,,C5H4N2O4,156.0171066,5
Hypoxanthine,Hypoxanthine,Hypoxanthine,HMDB0000157,790,17368,C00262,83,C1=NC2=C(N1)C(=O)N=CN2,,,,2.72,,,,,C5H4N4O1,136.0385108,6
Xanthine,Xanthine,Xanthine,HMDB0000292,1188,17712,C00385,82,C1=NC2=C(N1)C(=O)NC(=O)N2,,,,4.1,,,,,C5H4N4O2,152.0334254,6
Adenine,Adenine,Adenine,HMDB0000034,190,16708,C00147,85,C1=NC2=C(N1)C(=NC=N2)N,,,,2.5,,,,,C5H5N5,135.0544952,6
Guanine,Guanine,Guanine,HMDB0000132,764,16235,C00242,315,C1=NC2=C(N1)C(=O)N=C(N2)N,,,,3.36,,,,,C5H5N5O1,151.0494098,6
2-hydroxy pyridine,2-hydroxypyridine,2-Hydroxypyridine,HMDB0013751,8871,16540,C02502,,C1=CC(=O)NC=C1,,,,1.98,,,,,C5H5N1O1,95.03711379,4
Imidozoleacetic acid,Imidazoleacetic acid,Imidazoleacetic acid,HMDB0002024,96215,16974,C02835,6445,C1=C(NC=N1)CC(=O)O,,,,6.26,,,,,C5H6N2O2,126.0429275,4
Thymine,Thymine,Thymine,HMDB0000262,1135,17821,C00178,290,CC1=CNC(=O)NC1=O,,,,,,,,,C5H6N2O2,126.0429275,4
Dihydroorotate,Dihydroorotate,"4,5-Dihydroorotic acid",HMDB0000528,648,30865,C00337,5513,C1C(NC(=O)NC1=O)C(=O)O,,,,,,,,,C5H6N2O4,158.0327567,4
Itaconic acid,Itaconic acid,Itaconic acid,HMDB0002092,811,30838,C00490,6483,C=C(CC(=O)O)C(=O)O,,,,8.37,,,,,C5H6O4,130.0266087,3
FAPy-adenine,FAPy-adenine,FAPy-adenine,HMDB0004816,114926,,C06502,7080,C1=NC(=C(C(=N1)N)NC=O)N,,,,2.99,,,,,C5H7N5O1,153.0650599,5
Pyrroline-5-carboxylic acid,1-Pyrroline-5-carboxylic acid,1-Pyrroline-5-carboxylic acid,HMDB0001301,1196,1372,C04322,6145,C1CC(N=C1)C(=O)O,,,,,,,,,C5H7N1O2,113.0476785,3
Pyroglutamate,Pyroglutamate,Pyroglutamic acid,HMDB0000267,7405,18183,C01879,3251,C1CC(=O)N[C@@H]1C(=O)O,,,,4.59,,,,,C5H7N1O3,129.0425931,3
N-carbomoyl-L-aspartate,N-Carbamoyl-L-Aspartate,Ureidosuccinic acid,HMDB0000828,93072,15859,C00438,5791,C([C@@H](C(=O)O)NC(=O)N)C(=O)O,,,,9.6,,,,,C5H8N2O5,176.0433214,3
Methylcrotonic acid,3-Methylcrotonic acid,Senecioic acid,HMDB0000509,10931,37127,,5495,CC(=CC(=O)O)C,,,,2.41,,,,,C5H8O2,100.0524295,2
Levulinic Acid,Levulinic Acid,Levulinic acid,HMDB0000720,11579,45630,,2195,CC(=O)CCC(=O)O,,,,3.31,,,,,C5H8O3,116.0473441,2
2-Ketoisovalerate,2-Ketoisovalerate,Alpha-ketoisovaleric acid,HMDB0000019,49,16530,C00141,5091,CC(C)C(=O)C(=O)O,,,,1.94,,,,,C5H8O3,116.0473441,2
Ethylmalonic acid,Ethylmalonic acid,Ethylmalonic acid,HMDB0000622,11756,741548,,4180,CCC(C(=O)O)C(=O)O,,,,8.02,,,,,C5H8O4,132.0422587,2
2-Hydroxyglutarate,2-Hydroxyglutarate,NA,HMDB0000606,439391,32796,C01087,5581,C(CC(=O)O)[C@H](C(=O)O)O,,,,8.99,,,,,C5H8O5,148.0371734,2
Ribonolactone,Ribonolactone,Ribonolactone,HMDB0001900,111064,707706,C02674,6380,C([C@@H]1[C@H]([C@H](C(=O)O1)O)O)O,,,,2.05,,,,,C5H8O5,148.0371734,2
Citramalic acid,Citramalic acid,Citramalic acid,HMDB0000426,1081,15584,C00815,5415,CC(CC(=O)O)(C(=O)O)O,,,,8.89,,,,,C5H8O5,148.0371734,2
Guanidinosuccinic acid,Guanidinosuccinic acid,Guanidinosuccinic acid,HMDB0003157,439918,17072,C03139,10,C([C@@H](C(=O)O)N=C(N)N)C(=O)O,,,,9.17,,,,,C5H9N3O4,175.0593058,3
Proline,Proline,L-Proline,HMDB0000162,145742,17203,C00148,29,C1C[C@H](NC1)C(=O)O,,,,6.15,,,,,C5H9N1O2,115.0633285,2
Hydroxyproline,Hydroxyproline,4-Hydroxyproline,HMDB0000725,5810,18095,C01157,257,C1[C@H](CN[C@@H]1C(=O)O)O,,,,6.89,,,,,C5H9N1O3,131.0582432,2
o-acetyl-L-serine,o-acetyl-L-serine,O-Acetylserine,HMDB0003011,99478,17981,C00979,3270,CC(=O)OC[C@@H](C(=O)O)N,,,,4.61,,,,,C5H9N1O4,147.0531578,2
Glutamate,Glutamate,L-Glutamic acid,HMDB0000148,33032,16015,C00025,5174,C(CC(=O)O)[C@@H](C(=O)O)N,,,,9.01,,,,,C5H9N1O4,147.0531578,2
3-Methyl-2-oxovaleric acid,3-Methyl-2-oxovaleric acid,3-Methyl-2-oxovaleric acid,HMDB0000491,47,35932,C03465,5478,CCC(C)C(=O)C(=O)O,,,,1.95,,,,,C6H10O3,130.0629942,2
2 2-dimethylsuccinic acid,"2,2-dimethylsuccinic acid","2,2-Dimethylsuccinic acid",HMDB0002074,11701,86537,,6473,CC(C)(CC(=O)O)C(=O)O,,,,2.14,,,,,C6H10O4,146.0579088,2
Glucuronic acid,Glucuronic acid,D-Glucuronic acid,HMDB0000127,444791,42717,C00191,161,[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O,,,,8.82,,,,,C6H10O7,194.0426527,2
Galactaric acid,Galactaric acid,Galactaric acid,HMDB0000639,3037582,30852,C00879,5612,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,,,,10.15,,,,,C6H10O8,210.0375673,2
Histidinol,Histidinol,L-Histidinol,HMDB0003431,165271,16255,C00860,3267,C1=C(NC=N1)C[C@@H](CO)N,,,,6.28,,,,,C6H11N3O1,141.090212,3
Pipecolic acid,Pipecolic acid,Pipecolic acid,HMDB0000070,849,17964,C00408,50,C1CCNC(C1)C(=O)O,,,,5.92,,,,,C6H11N1O2,129.0789786,2
Cystine,Cystine,L-Cystine,HMDB0000192,67678,16283,C00491,5207,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,,,,9.77,,,,,C6H12N2O4S2,240.0238483,2
Leucic acid,Leucic acid,D-Leucic acid,HMDB0000624,439960,55534,C03264,5597,CC(C)C[C@H](C(=O)O)O,,,,2.16,,,,,C6H12O3,132.0786442,1
Mevalonic acid,Mevalonic acid,Mevalonic acid,HMDB0000227,449,25351,C00418,127,CC(CCO)(CC(=O)O)O,,,,3.8,,,,,C6H12O4,148.0735589,1
Inositol,Inositol,myo-Inositol,HMDB0000211,NA,17268,C00137,5221,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,,,,8.69,,,,,C6H12O6,180.0633881,1
Citrulline,Citrulline,Citrulline,HMDB0000904,9750,16349,C00327,16,C(C[C@@H](C(=O)O)N)CNC(=O)N,,,,,,,,,C6H13N3O3,175.0956913,2
Leucine,Leucine,L-Leucine,HMDB0000687,6106,15603,C00123,24,CC(C)C[C@@H](C(=O)O)N,,,,3.8,,,,,C6H13N1O2,131.0946287,1
Isoleucine,Isoleucine,L-Isoleucine,HMDB0000172,6306,17191,C00407,5193,CC[C@H](C)[C@@H](C(=O)O)N,,,,4.19,,,,,C6H13N1O2,131.0946287,1
Glucosamine,Glucosamine,Glucosamine,HMDB0001514,439213,5417,C00329,266,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O,,,,6.43,,,,,C6H13N1O5,179.0793725,1
6-Phosphogluconate,6-Phosphogluconate,6-Phosphogluconic acid,HMDB0001316,91493,48928,C00345,367,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O,,,,,,,,,C6H13O10P1,276.0246331,1
Glucose-6-phosphate,Glucose-6-phosphate,Glucose 6-phosphate,HMDB0001401,5958,4170,C00668,145,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O,,,,11.26,,,,,C6H13O9P1,260.0297185,1
Fructose-6-phosphate,Fructose-6-phosphate,Fructose 6-phosphate,HMDB0000124,69507,15946,C00085,5159,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,,,,10.57,,,,,C6H13O9P1,260.0297185,1
Glucose-1-phosphate,Glucose-1-phosphate,Glucose 1-phosphate,HMDB0001586,439165,16077,C00103,6331,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O,,,,10.49,,,,,C6H13O9P1,260.0297185,1
Mannose-6-phosphate,Mannose-6-phosphate,Mannose 6-phosphate,HMDB0001078,439198,49728,C00275,5987,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)OP(=O)(O)O,,,,,,,,,C6H13O9P1,260.0297185,1
Fructose-1-phosphate,Fructose-1-phosphate,Fructose 1-phosphate,HMDB0001076,10400369,704854,C01094,378,C([C@@H]1[C@H]([C@@H]([C@](O1)(COP(=O)(O)O)O)O)O)O,,,,,,,,,C6H13O9P1,260.0297185,1
Lysine,Lysine,L-Lysine,HMDB0000182,5962,18019,C00047,5200,C(CCN)C[C@@H](C(=O)O)N,,,,12.67,,,,,C6H14N2O2,146.1055277,1
5-Hydroxylysine,5-Hydroxylysine,5-Hydroxylysine,HMDB0000450,3032849,18040,C16741,5439,C(C[C@@H](C(=O)O)N)[C@H](CN)O,,,,12.11,,,,,C6H14N2O3,162.1004423,1
Arginine,Arginine,L-Arginine,HMDB0000517,6322,16467,C00062,5502,C(C[C@@H](C(=O)O)N)CN=C(N)N,,,,11.61,,,,,C6H14N4O2,174.1116757,2
Fructose-1 6-bisphosphate,"Fructose 1,6-bisphosphate","Fructose 1,6-bisphosphate",HMDB0001058,172313,16905,C00354,147,C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,,,,13.25,,,,,C6H14O12P2,339.9960489,1
Sorbitol,Sorbitol,Sorbitol,HMDB0000247,5780,17924,C00794,143,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,,,,6.12,,,,,C6H14O6,182.0790382,0
Galactitol,Galactitol,Galactitol,HMDB0000107,11850,16813,C01697,5148,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,,,,,,,,,C6H14O6,182.0790382,0
Pterin,Pterin,Pterin,HMDB0000802,73000,18265,C00715,5766,C1=CN=C2C(=N1)C(=O)N=C(N2)N,,,,3.46,,,,,C6H5N5O1,163.0494098,7
Nicotinate,Nicotinate,Nicotinic acid,HMDB0001488,938,15940,C00253,6272,C1=CC(=CN=C1)C(=O)O,,,,3.05,,,,,C6H5N1O2,123.0320284,5
Aconitate,Aconitate,cis-Aconitic acid,HMDB0000072,643757,32805,C00417,5130,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,,,,10.35,,,,,C6H6O6,174.0164379,4
1-Methylimidazole acetic acid,Methylimidazoleacetic acid,Methylimidazoleacetic acid,HMDB0002820,75810,,C05828,3774,CN1C=C(N=C1)CC(=O)O,,,,4.66,,,,,C6H8N2O2,140.0585775,4
Oxoadipic acid,Oxoadipic acid,Oxoadipic acid,HMDB0000225,71,15753,C00322,5234,C(CC(=O)C(=O)O)CC(=O)O,,,,7.85,,,,,C6H8O5,160.0371734,3
Ascorbic acid,Ascorbic acid,Ascorbic acid,HMDB0000044,54670067,17208,C00072,3753,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,,,,6.49,,,,,C6H8O6,176.032088,3
Isocitrate,Isocitrate,Isocitric acid,HMDB0000193,1198,30887,C00311,3328,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,,,,11,,,,,C6H8O7,192.0270026,3
Citrate,Citrate,Citric acid,HMDB0000094,311,30769,C00158,124,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,,11.72,,,,,C6H8O7,192.0270026,3
Hisidine,Histidine,L-Histidine,HMDB0000177,6274,15971,C00135,21,C1=C(NC=N1)C[C@@H](C(=O)O)N,,,,7.73,,,,,C6H9N3O2,155.0694766,4
N-Acetylaspartate,N-Acetylaspartate,N-Acetyl-L-aspartic acid,HMDB0000812,65065,21547,C01042,5776,CC(=O)N[C@@H](CC(=O)O)C(=O)O,,,,8.99,,,,,C6H9N1O5,175.0480724,3
Shikimate,Shikimate,Shikimic acid,HMDB0003070,8742,16119,C00493,338,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,,,,7.71,,,,,C7H10O5,174.0528234,3
1-Methylhistidine,1-Methylhistidine,1-Methylhistidine,HMDB0000001,92105,50599,C01152,3741,CN1C=C(N=C1)C[C@@H](C(=O)O)N,,,,7.72,,,,,C7H11N3O2,169.0851266,4
Acetyl proline,Acetyl proline,N-Acetylproline,HMDB0060484,NA,,,,[H][C@]1(CCCN1C(C)=O)C(O)=O,,,,4.15,,,,,C7H11N1O3,157.0738932,3
N-acetyl-glutamine,N-Acetylglutamine,N-Acetylglutamine,HMDB0006029,25561,73685,,,CC(=O)NC(CCC(=O)N)C(=O)O,,,,,,,,,C7H12N2O4,188.0797069,3
Isovalerylglycine,Isovalerylglycine,Isovalerylglycine,HMDB0000678,546304,70984,,5647,CC(C)CC(=O)NCC(=O)O,,,,2.52,,,,,C7H13N1O3,159.0895433,2
Acetyl-Methionine,N-Acetyl-L-methionine,N-Acetyl-L-methionine,HMDB0011745,6180,165927,C02712,,CC(=O)NC(CCSC)C(=O)O,,,,2.67,,,,,C7H13N1O3S1,191.061614,2
Theanine,Theanine,L-Theanine,HMDB0034365,228398,,,,CCNC(=O)CCC(C(=O)O)N,,,,6,,,,,C7H14N2O3,174.1004423,2
Diaminopimelic acid,Diaminopimelic acid,Diaminopimelic acid,HMDB0001370,439283,16026,C00666,352,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,,,,10.87,,,,,C7H14N2O4,190.0953569,2
Cystathionine,Cystathionine,L-Cystathionine,HMDB0000099,439258,17482,C02291,39,C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,,,,10.31,,,,,C7H14N2O4S1,222.0674277,2
Carnitine,Carnitine,L-Carnitine,HMDB0000062,2724480,11060,C00318,52,C[N+](C)(C)C[C@H](CC(=O)[O-])O,,,,7.24,,,,,C7H15N1O3,161.1051934,1
Quinolinate,Quinolinate,Quinolinic acid,HMDB0000232,1066,16675,C03722,330,C1=CC(=C(N=C1)C(=O)O)C(=O)O,,,,8.68,,,,,C7H5N1O4,167.0218577,6
2 3-dihydroxybenzoic acid,"2,3-dihydroxybenzoic acid",2-Pyrocatechuic acid,HMDB0000397,19,18026,C00196,5386,C1=CC(=C(C(=C1)O)O)C(=O)O,,,,1.9,,,,,C7H6O4,154.0266087,5
Salicylamide,Salicylamide,Salicylamide,HMDB0015687,5147,32114,,,C1=CC=C(C(=C1)C(=O)N)O,,,,1.27,,,,,C7H7N1O2,137.0476785,5
m-aminobenzoic acid,m-aminobenzoic acid,m-Aminobenzoic acid,HMDB0001891,7419,30761,,6374,C1=CC(=CC(=C1)N)C(=O)O,,,,2.75,,,,,C7H7N1O2,137.0476785,5
2-Furoyl glycine,2-Furoylglycine,2-Furoylglycine,HMDB0000439,21863,613373,,5428,C1=COC(=C1)C(=O)NCC(=O)O,,,,2.79,,,,,C7H7N1O4,169.0375077,5
Methylnicotinamide,1-Methylnicotinamide,1-Methylnicotinamide,HMDB0000699,457,16797,C02918,5667,C[N+]1=CC=CC(=C1)C(=O)N,,,,5.64,,,,,C7H8N2O1,136.0636629,5
