name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
Folate,Folate,Folic acid,HMDB0000121,6037,27470,C00504,246,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,NA,NA,NA,9.96,NA,NA,NA,,C19H19N7O6,441.1396814,14
Androstenedione,Androstenedione,Androstenedione,HMDB0000053,6128,16422,C00280,2795,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,NA,NA,NA,1.19,NA,NA,NA,,C19H26O2,286.1932801,7
5-Methyl THF,5-Methyl-tetrahydrofolate,5-Methyltetrahydrofolic acid,HMDB0001396,439234,15641,C00440,6215,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O,NA,NA,NA,9.42,NA,NA,NA,,C20H25N7O6,459.1866316,12
Glutathione disulfide,Glutathione disulfide,Oxidized glutathione,HMDB0003337,975,17858,C00127,6893,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,NA,NA,NA,12.71,NA,NA,NA,,C20H32N6O12S2,612.151962,8
11a-Hydroxyprogesterone,11a-Hydroxyprogesterone,11a-Hydroxyprogesterone,HMDB0000920,440105,16076,C03747,5873,CC(=O)C1CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C,NA,NA,NA,1.14,NA,NA,NA,,C21H30O2,314.2245802,7
Tetrahydrocortisone,Tetrahydrocortisone,Tetrahydrocortisone,HMDB0000903,12444617,NA,NA,1915,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,NA,NA,NA,1.27,NA,NA,NA,,C21H32O5,364.2249741,6
Coenzyme A,Coenzyme A,Coenzyme A,HMDB0001423,6816,1146900,C00010,6235,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,NA,NA,NA,9.82,NA,NA,NA,,C21H36N7O16P3S1,767.1152083,9
Acetyl CoA,Acetyl CoA,Acetyl-CoA,HMDB0001206,444493,15351,C00024,6082,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,NA,NA,NA,9.58,NA,NA,NA,,C23H38N7O17P3S1,809.125773,10
Malonyl-CoA,Malonyl-CoA,Malonyl-CoA,HMDB0001175,10663,15531,C00083,6056,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,NA,NA,NA,11.12,NA,NA,NA,,C24H38N7O19P3S1,853.1156023,11
Propionyl CoA,Propionyl-CoA,Propionyl-CoA,HMDB0001275,439164,15539,C00100,6130,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,NA,NA,NA,9.23,NA,NA,NA,,C24H40N7O17P3S1,823.1414231,10
Deoxycholic acid,Deoxycholic acid,Deoxycholic acid,HMDB0000626,222528,28834,C04483,265,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,NA,NA,NA,1.91,NA,NA,NA,,C24H40O4,392.2926598,5
Acetoacetyl-CoA,Acetoacetyl-CoA,Acetoacetyl-CoA,HMDB0001484,439214,15345,C00332,449,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,NA,NA,NA,NA,NA,NA,NA,,C25H40N7O18P3S1,851.1363377,11
Succinyl-CoA,Succinyl-CoA,Succinyl-CoA,HMDB0001022,439161,15380,C00091,5951,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,NA,NA,NA,11.02,NA,NA,NA,,C25H40N7O19P3S1,867.1312523,11
Methylmalonyl-CoA,Methylmalonyl-CoA,Methylmalonyl-CoA,HMDB0001269,439291,15466,C00683,462,C[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,NA,NA,NA,NA,NA,NA,NA,,C25H40N7O19P3S1,867.1312523,11
Butyryl CoA,Butyryl-CoA,Butyryl-CoA,HMDB0001088,265,57371,C00136,5996,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,NA,NA,NA,8.9,NA,NA,NA,,C25H42N7O17P3S1,837.1570732,10
3-Hydroxybutyryl CoA,3-Hydroxybutyryl-CoA,3-Hydroxybutyryl-CoA,HMDB0001166,440045,15452,C03561,456,C[C@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,NA,NA,NA,9.86,NA,NA,NA,,C25H42N7O18P3S1,853.1519878,10
Deoxycholylglycine,Deoxycholylglycine,Deoxycholic acid glycine conjugate,HMDB0000631,22833539,27471,C05464,5604,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,NA,NA,NA,1.93,NA,NA,NA,,C26H43N1O5,449.3141235,6
HMG-CoA,HMG-CoA,3-Hydroxy-3-methylglutaryl-CoA,HMDB0001375,439218,15467,C00356,6201,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,NA,NA,NA,NA,NA,NA,NA,,C27H44N7O20P3S1,911.1574671,11
Cholesteryl sulfate,Cholesteryl sulfate,Cholesterol sulfate,HMDB0000653,65076,41321,C18043,5625,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C,NA,NA,NA,1.1,NA,NA,NA,,C27H46O4S1,466.3116807,5
Glycine,Glycine,Glycine,HMDB0000123,750,15428,C00037,20,C(C(=O)O)N,NA,NA,NA,7.4,NA,NA,NA,,C2H5N1O2,75.03202841,1
Methylguanidine,Methylguanidine,Methylguanidine,HMDB0001522,10111,16628,C02294,3768,CN=C(N)N,NA,NA,NA,4.85,NA,NA,NA,,C2H7N3,73.06399725,1
Taurine,Taurine,Taurine,HMDB0000251,1123,15891,C00245,31,C(CS(=O)(=O)O)N,NA,NA,NA,4.62,NA,NA,NA,,C2H7N1O3S1,125.0146638,0
Hematoporphyrin,Hematoporphyrin,Hematoporphyrin IX,HMDB0000668,NA,NA,NA,5638,CC(O)C1=C2NC(\C=C3/N\C(=C/C4=N/C(=C\C5=N\C(=C/2)\C(C)=C5C(C)O)/C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)=C1C,NA,NA,NA,2.54,NA,NA,NA,,C34H38N4O6,598.279135,18
Pyruvate,Pyruvate,Pyruvic acid,HMDB0000243,1060,32816,C00022,117,CC(=O)C(=O)O,NA,NA,NA,2.53,NA,NA,NA,,C3H4O3,88.01604399,2
Phosphoenolpyruvate,Phosphoenolpyruvate,Phosphoenolpyruvic acid,HMDB0000263,1005,44897,C00074,5264,C=C(C(=O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C3H5O6P1,167.9823744,2
Phosphohydroxypyruvate,Phosphohydroxypyruvate,Phosphohydroxypyruvic acid,HMDB0001024,105,30933,C03232,484,C(C(=O)C(=O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C3H5O7P1,183.977289,2
Lactate,Lactate,L-Lactic acid,HMDB0000190,107689,422,C00186,5205,C[C@@H](C(=O)O)O,NA,NA,NA,3.86,NA,NA,NA,,C3H6O3,90.03169405,1
Glycerate,Glycerate,Glyceric acid,HMDB0000139,439194,32398,C00258,280,C([C@H](C(=O)O)O)O,NA,NA,NA,4.69,NA,NA,NA,,C3H6O4,106.0266087,1
Guanidinoacetate,Guanidinoacetate,Guanidoacetic acid,HMDB0000128,763,16344,C00581,5163,C(C(=O)O)N=C(N)N,NA,NA,NA,NA,NA,NA,NA,,C3H7N3O2,117.0538265,2
Beta-alanine,Beta-alanine,Beta-Alanine,HMDB0000056,239,16958,C00099,5119,C(CN)C(=O)O,NA,NA,NA,6.93,NA,NA,NA,,C3H7N1O2,89.04767847,1
Alanine,Alanine,L-Alanine,HMDB0000161,5950,16977,C00041,NA,C[C@@H](C(=O)O)N,NA,NA,NA,6.93,NA,NA,NA,,C3H7N1O2,89.04767847,1
Sarcosine,Sarcosine,Sarcosine,HMDB0000271,1088,15611,C00213,51,CNCC(=O)O,NA,NA,NA,6.69,NA,NA,NA,,C3H7N1O2,89.04767847,1
Cysteine,Cysteine,L-Cysteine,HMDB0000574,5862,17561,C00097,5556,C([C@@H](C(=O)O)N)S,NA,NA,NA,6.35,NA,NA,NA,,C3H7N1O2S1,121.0197492,1
Serine,Serine,L-Serine,HMDB0000187,5951,17115,C00065,5203,C([C@@H](C(=O)O)N)O,NA,NA,NA,7.82,NA,NA,NA,,C3H7N1O3,105.0425931,1
Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,HMDB0001473,668,16108,C00111,6262,C(C(=O)COP(=O)(O)O)O,NA,NA,NA,9.92,NA,NA,NA,,C3H7O6P1,169.9980244,1
D-Glyceraldehyde-3-phosphate,D-Glyceraldehyde 3-phosphate,D-Glyceraldehyde 3-phosphate,HMDB0001112,729,17138,C00661,3294,C(C(C=O)O)OP(=O)(O)O,NA,NA,NA,10.39,NA,NA,NA,,C3H7O6P1,169.9980244,1
3-Phosphoglycerate,3-Phosphoglycerate,3-Phosphoglyceric acid,HMDB0000807,724,17050,C00597,150,C(C(C(=O)O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C3H7O7P1,185.9929391,1
2-Phosphoglycerate,2-Phosphoglycerate,2-Phosphoglyceric acid,HMDB0000362,59,24344,NA,5351,C(C(C(=O)O)OP(=O)(O)O)O,NA,NA,NA,NA,NA,NA,NA,,C3H7O7P1,185.9929391,1
3-Phosphoserine,3-Phosphoserine,Phosphoserine,HMDB0000272,68841,15811,C01005,5270,C([C@@H](C(=O)O)N)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C3H8N1O6P1,185.0089235,1
2 3-Bisphosphoglycerate,"2,3-Bisphosphoglycerate","2,3-Diphosphoglyceric acid",HMDB0001294,186004,17720,C01159,153,C([C@H](C(=O)O)OP(=O)(O)O)OP(=O)(O)O,NA,NA,NA,13.9,NA,NA,NA,,C3H8O10P2,265.9592694,1
Trimethylamine oxide,Trimethylamine oxide,Trimethylamine N-oxide,HMDB0000925,1145,15724,C01104,5876,C[N+](C)(C)[O-],NA,NA,NA,6.42,NA,NA,NA,,C3H9N1O1,75.06841392,0
DL-a-Glycerophosphate,DL-a-Glycerophosphate,Glycerol 3-phosphate,HMDB0000126,439162,15978,C00093,5161,C([C@H](COP(=O)(O)O)O)O,NA,NA,NA,9.85,NA,NA,NA,,C3H9O6P1,172.0136745,0
Creatine Phosphate,Creatine Phosphate,Phosphocreatine,HMDB0001511,587,17287,C02305,6288,CN(CC(=O)O)C(=NP(=O)(O)O)N,NA,NA,NA,10.23,NA,NA,NA,,C4H10N3O5P1,211.0358069,2
Uracil,Uracil,Uracil,HMDB0000300,1174,17568,C00106,258,C1=CNC(=O)NC1=O,NA,NA,NA,2.05,NA,NA,NA,,C4H4N2O2,112.0272774,4
Maleic acid,Maleic acid,Maleic acid,HMDB0000176,444266,18300,C01384,4198,C(=C\C(=O)O)\C(=O)O,NA,NA,NA,6.57,NA,NA,NA,,C4H4O4,116.0109586,3
Fumarate,Fumarate,Fumaric acid,HMDB0000134,444972,18012,C00122,3242,C(=C/C(=O)O)\C(=O)O,NA,NA,NA,8.21,NA,NA,NA,,C4H4O4,116.0109586,3
Oxaloacetate,Oxaloacetate,Oxalacetic acid,HMDB0000223,970,30744,C00036,123,C(C(=O)C(=O)O)C(=O)O,NA,NA,NA,8.29,NA,NA,NA,,C4H4O5,132.0058732,3
Cytosine,Cytosine,Cytosine,HMDB0000630,597,16040,C00380,283,C1=C(NC(=O)N=C1)N,NA,NA,NA,NA,NA,NA,NA,,C4H5N3O1,111.0432618,4
2 4-Diamino-6-hydroxypyrimidine,"2,4-Diamino-6-hydroxypyrimidine","2,4-Diamino-6-hydroxypyrimidine",HMDB0002128,2944,804916,NA,6500,C1=C(NC(=NC1=O)N)N,NA,NA,NA,3.11,NA,NA,NA,,C4H6N4O1,126.0541609,4
Succinic acid semialdehyde,Succinic acid semialdehyde,Succinic acid semialdehyde,HMDB0001259,1112,16265,C00232,6114,C(CC(=O)O)C=O,NA,NA,NA,3.84,NA,NA,NA,,C4H6O3,102.0316941,2
2-Oxobutanoate,2-Oxobutanoate,2-Ketobutyric acid,HMDB0000005,58,30831,C00109,NA,CCC(=O)C(=O)O,NA,NA,NA,2.16,NA,NA,NA,,C4H6O3,102.0316941,2
Acetoacetate,Acetoacetate,Acetoacetic acid,HMDB0000060,96,15344,C00164,276,CC(=O)CC(=O)O,NA,NA,NA,NA,NA,NA,NA,,C4H6O3,102.0316941,2
Succinate,Succinate,Succinic acid,HMDB0000254,1110,15741,C00042,114,C(CC(=O)O)C(=O)O,NA,NA,NA,8.77,NA,NA,NA,,C4H6O4,118.0266087,2
Diglycolic acid,Diglycolic acid,NA,NA,8088,NA,NA,NA,C(C(=O)O)OCC(=O)O,NA,NA,NA,9.83,NA,NA,NA,,C4H6O5,134.0215233,2
Malate,Malate,L-Malic acid,HMDB0000156,222656,30797,C00149,NA,C([C@@H](C(=O)O)O)C(=O)O,NA,NA,NA,9.3,NA,NA,NA,,C4H6O5,134.0215233,2
Acetyl glycine,N-Acetylglycine,Acetylglycine,HMDB0000532,10972,40410,NA,5517,CC(=O)NCC(=O)O,NA,NA,NA,4.59,NA,NA,NA,,C4H7N1O3,117.0425931,2
2-amino-3-ketobutyric acid,2-amino-3-ketobutyric acid,L-2-Amino-3-oxobutanoic acid,HMDB0006454,440033,40673,C03508,NA,CC(=O)[C@@H](C(=O)O)N,NA,NA,NA,NA,NA,NA,NA,,C4H7N1O3,117.0425931,2
Aspartate,Aspartate,L-Aspartic acid,HMDB0000191,5960,17053,C00049,5206,C([C@@H](C(=O)O)N)C(=O)O,NA,NA,NA,9.11,NA,NA,NA,,C4H7N1O4,133.0375077,2
Gly-Gly,Gly-Gly,Glycyl-glycine,HMDB0011733,11163,17201,C02037,NA,C(C(=O)NCC(=O)O)N,NA,NA,NA,7.49,NA,NA,NA,,C4H8N2O3,132.0534921,2
Asparagine,Asparagine,L-Asparagine,HMDB0000168,6267,17196,C00152,14,C([C@@H](C(=O)O)N)C(=O)N,NA,NA,NA,7.88,NA,NA,NA,,C4H8N2O3,132.0534921,2
Allantoate,Allantoate,Allantoic acid,HMDB0001209,203,30837,C00499,343,C(C(=O)O)(NC(=O)N)NC(=O)N,NA,NA,NA,7.75,NA,NA,NA,,C4H8N4O4,176.0545548,3
3-Hydroxybutyric acid,3-Hydroxybutyric acid,3-Hydroxybutyric acid,HMDB0000357,441,20067,C01089,125,CC(CC(=O)O)O,NA,NA,NA,3.92,NA,NA,NA,,C4H8O3,104.0473441,1
Threonic acid,Threonic acid,Threonic acid,HMDB0000943,151152,49059,C01620,5891,C([C@H]([C@@H](C(=O)O)O)O)O,NA,NA,NA,6.91,NA,NA,NA,,C4H8O5,136.0371734,1
Creatine,Creatine,Creatine,HMDB0000064,586,16919,C00300,7,CN(CC(=O)O)C(=N)N,NA,NA,NA,6.89,NA,NA,NA,,C4H9N3O2,131.0694766,2
gamma-amino butyrate,gamma-aminobutyrate,Gamma-Aminobutyric acid,HMDB0000112,119,16865,C00334,NA,C(CC(=O)O)CN,NA,NA,NA,7.82,NA,NA,NA,,C4H9N1O2,103.0633285,1
4-Aminobutyrate,4-Aminobutyrate,Gamma-Aminobutyric acid,HMDB0000112,119,16865,C00334,NA,C(CC(=O)O)CN,NA,NA,NA,7.91,NA,NA,NA,,C4H9N1O2,103.0633285,1
Dimethylglycine,Dimethylglycine,Dimethylglycine,HMDB0000092,673,17724,C01026,277,CN(C)CC(=O)O,NA,NA,NA,5.88,NA,NA,NA,,C4H9N1O2,103.0633285,1
Homocysteine,Homocysteine,Homocysteine,HMDB0000742,778,17230,C00155,3256,C(CS)C(C(=O)O)N,NA,NA,NA,4.58,NA,NA,NA,,C4H9N1O2S1,135.0353993,1
Homoserine,Homoserine,L-Homoserine,HMDB0000719,12647,15699,C00263,5687,C(CO)[C@@H](C(=O)O)N,NA,NA,NA,7.33,NA,NA,NA,,C4H9N1O3,119.0582432,1
Threonine,Threonine,L-Threonine,HMDB0000167,6288,16857,C00188,32,C[C@H]([C@@H](C(=O)O)N)O,NA,NA,NA,7.1,NA,NA,NA,,C4H9N1O3,119.0582432,1
Homocysteic acid,Homocysteic acid,L-Homocysteic acid,HMDB0002205,177491,488363,C16511,6545,C(CS(=O)(=O)O)[C@@H](C(=O)O)N,NA,NA,NA,8.56,NA,NA,NA,,C4H9N1O5S1,183.0201431,1
Glutamine,Glutamine,L-Glutamine,HMDB0000641,5961,18050,C00064,5614,C(CC(=O)N)[C@@H](C(=O)O)N,NA,NA,NA,7.74,NA,NA,NA,,C5H10N2O3,146.0691422,2
2-Hydroxy-3-methylbutyric acid,2-Hydroxy-3-methylbutyric acid,2-Hydroxy-3-methylbutyric acid,HMDB0000407,99823,60645,NA,5396,CC(C)C(C(=O)O)O,NA,NA,NA,2.6,NA,NA,NA,,C5H10O3,118.0629942,1
Lyxose,Xylose,D-Xylose,HMDB0000098,135191,53455,C00181,314,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,NA,NA,NA,3.88,NA,NA,NA,,C5H10O5,150.0528234,1
Betaine aldehyde,Betaine aldehyde,Betaine aldehyde,HMDB0001252,249,15710,C00576,278,C[N+](C)(C)CC=O,NA,NA,NA,5.8,NA,NA,NA,,C5H11N1O1,101.084064,1
Valine,Valine,L-Valine,HMDB0000883,6287,16414,C00183,5842,CC(C)[C@@H](C(=O)O)N,NA,NA,NA,5.46,NA,NA,NA,,C5H11N1O2,117.0789786,1
Betaine,Betaine,Betaine,HMDB0000043,247,17750,C00719,287,C[N+](C)(C)CC(=O)[O-],NA,NA,NA,4.77,NA,NA,NA,,C5H11N1O2,117.0789786,1
Methionine,Methionine,L-Methionine,HMDB0000696,6137,16643,C00073,5664,CSCC[C@@H](C(=O)O)N,NA,NA,NA,4.3,NA,NA,NA,,C5H11N1O2S1,149.0510493,1
Deoxyribose phosphate,Deoxyribose 5-phosphate,Deoxyribose 5-phosphate,HMDB0001031,45934311,16132,C00673,5956,C1[C@@H]([C@H](O[C@H]1O)COP(=O)(O)O)O,NA,NA,NA,9.73,NA,NA,NA,,C5H11O7P1,214.0242392,1
Ribose phosphate,D-Ribose 5-phosphate,D-Ribose 5-phosphate,HMDB0001548,439167,52742,C00117,6315,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O,NA,NA,NA,10.1,NA,NA,NA,,C5H11O8P1,230.0191538,1
Ribulose-5-phosphate,D-Ribulose 5-phosphate,D-Ribulose 5-phosphate,HMDB0000618,439184,17363,C00199,5591,C([C@H]([C@H](C(=O)CO)O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C5H11O8P1,230.0191538,1
Xylose-5-phosphate,Xylulose 5-phosphate,Xylulose 5-phosphate,HMDB0000868,439190,16332,C00231,5829,C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C5H11O8P1,230.0191538,1
Ornithine,Ornithine,Ornithine,HMDB0000214,6262,15729,C00077,27,C(C[C@@H](C(=O)O)N)CN,NA,NA,NA,11.58,NA,NA,NA,,C5H12N2O2,132.0898776,1
Ribitol,Ribitol,Ribitol,HMDB0000508,NA,15963,C00474,316,OC[C@H](O)[C@H](O)[C@H](O)CO,NA,NA,NA,4.43,NA,NA,NA,,C5H12O5,152.0684735,0
Phosphoribosyl pyrophosphate,Phosphoribosyl pyrophosphate,Phosphoribosyl pyrophosphate,HMDB0000280,7339,17111,C00119,5274,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C5H13O14P3,389.9518146,1
Phosphocholine,Phosphocholine,Phosphorylcholine,HMDB0001565,1014,18132,C00588,6326,C[N+](C)(C)CCOP(=O)(O)O,NA,NA,NA,11.19,NA,NA,NA,,C5H14N1O4P1,183.0660444,0
Orotate,Orotate,Orotic acid,HMDB0000226,967,16742,C00295,318,C1=C(NC(=O)NC1=O)C(=O)O,NA,NA,NA,NA,NA,NA,NA,,C5H4N2O4,156.0171066,5
Hypoxanthine,Hypoxanthine,Hypoxanthine,HMDB0000157,790,17368,C00262,83,C1=NC2=C(N1)C(=O)N=CN2,NA,NA,NA,2.72,NA,NA,NA,,C5H4N4O1,136.0385108,6
Xanthine,Xanthine,Xanthine,HMDB0000292,1188,17712,C00385,82,C1=NC2=C(N1)C(=O)NC(=O)N2,NA,NA,NA,4.1,NA,NA,NA,,C5H4N4O2,152.0334254,6
Adenine,Adenine,Adenine,HMDB0000034,190,16708,C00147,85,C1=NC2=C(N1)C(=NC=N2)N,NA,NA,NA,2.5,NA,NA,NA,,C5H5N5,135.0544952,6
Guanine,Guanine,Guanine,HMDB0000132,764,16235,C00242,315,C1=NC2=C(N1)C(=O)N=C(N2)N,NA,NA,NA,3.36,NA,NA,NA,,C5H5N5O1,151.0494098,6
2-hydroxy pyridine,2-hydroxypyridine,2-Hydroxypyridine,HMDB0013751,8871,16540,C02502,NA,C1=CC(=O)NC=C1,NA,NA,NA,1.98,NA,NA,NA,,C5H5N1O1,95.03711379,4
Imidozoleacetic acid,Imidazoleacetic acid,Imidazoleacetic acid,HMDB0002024,96215,16974,C02835,6445,C1=C(NC=N1)CC(=O)O,NA,NA,NA,6.26,NA,NA,NA,,C5H6N2O2,126.0429275,4
Thymine,Thymine,Thymine,HMDB0000262,1135,17821,C00178,290,CC1=CNC(=O)NC1=O,NA,NA,NA,NA,NA,NA,NA,,C5H6N2O2,126.0429275,4
Dihydroorotate,Dihydroorotate,"4,5-Dihydroorotic acid",HMDB0000528,648,30865,C00337,5513,C1C(NC(=O)NC1=O)C(=O)O,NA,NA,NA,NA,NA,NA,NA,,C5H6N2O4,158.0327567,4
Itaconic acid,Itaconic acid,Itaconic acid,HMDB0002092,811,30838,C00490,6483,C=C(CC(=O)O)C(=O)O,NA,NA,NA,8.37,NA,NA,NA,,C5H6O4,130.0266087,3
FAPy-adenine,FAPy-adenine,FAPy-adenine,HMDB0004816,114926,NA,C06502,7080,C1=NC(=C(C(=N1)N)NC=O)N,NA,NA,NA,2.99,NA,NA,NA,,C5H7N5O1,153.0650599,5
Pyrroline-5-carboxylic acid,1-Pyrroline-5-carboxylic acid,1-Pyrroline-5-carboxylic acid,HMDB0001301,1196,1372,C04322,6145,C1CC(N=C1)C(=O)O,NA,NA,NA,NA,NA,NA,NA,,C5H7N1O2,113.0476785,3
Pyroglutamate,Pyroglutamate,Pyroglutamic acid,HMDB0000267,7405,18183,C01879,3251,C1CC(=O)N[C@@H]1C(=O)O,NA,NA,NA,4.59,NA,NA,NA,,C5H7N1O3,129.0425931,3
N-carbomoyl-L-aspartate,N-Carbamoyl-L-Aspartate,Ureidosuccinic acid,HMDB0000828,93072,15859,C00438,5791,C([C@@H](C(=O)O)NC(=O)N)C(=O)O,NA,NA,NA,9.6,NA,NA,NA,,C5H8N2O5,176.0433214,3
Methylcrotonic acid,3-Methylcrotonic acid,Senecioic acid,HMDB0000509,10931,37127,NA,5495,CC(=CC(=O)O)C,NA,NA,NA,2.41,NA,NA,NA,,C5H8O2,100.0524295,2
Levulinic Acid,Levulinic Acid,Levulinic acid,HMDB0000720,11579,45630,NA,2195,CC(=O)CCC(=O)O,NA,NA,NA,3.31,NA,NA,NA,,C5H8O3,116.0473441,2
2-Ketoisovalerate,2-Ketoisovalerate,Alpha-ketoisovaleric acid,HMDB0000019,49,16530,C00141,5091,CC(C)C(=O)C(=O)O,NA,NA,NA,1.94,NA,NA,NA,,C5H8O3,116.0473441,2
Ethylmalonic acid,Ethylmalonic acid,Ethylmalonic acid,HMDB0000622,11756,741548,NA,4180,CCC(C(=O)O)C(=O)O,NA,NA,NA,8.02,NA,NA,NA,,C5H8O4,132.0422587,2
2-Hydroxyglutarate,2-Hydroxyglutarate,NA,HMDB0000606,439391,32796,C01087,5581,C(CC(=O)O)[C@H](C(=O)O)O,NA,NA,NA,8.99,NA,NA,NA,,C5H8O5,148.0371734,2
Ribonolactone,Ribonolactone,Ribonolactone,HMDB0001900,111064,707706,C02674,6380,C([C@@H]1[C@H]([C@H](C(=O)O1)O)O)O,NA,NA,NA,2.05,NA,NA,NA,,C5H8O5,148.0371734,2
Citramalic acid,Citramalic acid,Citramalic acid,HMDB0000426,1081,15584,C00815,5415,CC(CC(=O)O)(C(=O)O)O,NA,NA,NA,8.89,NA,NA,NA,,C5H8O5,148.0371734,2
Guanidinosuccinic acid,Guanidinosuccinic acid,Guanidinosuccinic acid,HMDB0003157,439918,17072,C03139,10,C([C@@H](C(=O)O)N=C(N)N)C(=O)O,NA,NA,NA,9.17,NA,NA,NA,,C5H9N3O4,175.0593058,3
Proline,Proline,L-Proline,HMDB0000162,145742,17203,C00148,29,C1C[C@H](NC1)C(=O)O,NA,NA,NA,6.15,NA,NA,NA,,C5H9N1O2,115.0633285,2
Hydroxyproline,Hydroxyproline,4-Hydroxyproline,HMDB0000725,5810,18095,C01157,257,C1[C@H](CN[C@@H]1C(=O)O)O,NA,NA,NA,6.89,NA,NA,NA,,C5H9N1O3,131.0582432,2
o-acetyl-L-serine,o-acetyl-L-serine,O-Acetylserine,HMDB0003011,99478,17981,C00979,3270,CC(=O)OC[C@@H](C(=O)O)N,NA,NA,NA,4.61,NA,NA,NA,,C5H9N1O4,147.0531578,2
