accession,iupac_name,name,SMILES,status,formula,mass,rdbe,category
YMDB01151,NA,IPC 20:0;3/26:0;0,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCCCC,quantified,C52H104N1O12P1,965.7296143,2,Metabolite
YMDB01152,NA,IPC 20:0;3/26:0;1,CCCCCCCCCCCCCCCCC[C@@H](O)CCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCCCC,quantified,C52H104N1O13P1,981.7245289,2,Metabolite
YMDB01153,NA,IPC 20:0;3/26:0;2,CCCCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)NC(=O)CCCCCCC[C@H](O)CC[C@H](O)CCCCCCCCCCCCCC,quantified,C52H104N1O14P1,997.7194435,2,Metabolite
YMDB01154,NA,LIPC 18:0;3,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C24H50N1O11P1,559.3121479,1,Metabolite
YMDB01155,NA,PA(12:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(O)(O)=O,quantified,C31H61O8P1,592.4104054,2,Metabolite
YMDB01156,NA,PA(12:0/16:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C31H59O8P1,590.3947553,3,Metabolite
YMDB01157,NA,PA(14:0/0:0),CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(O)=O,quantified,C17H35O7P1,382.21204,1,Metabolite
YMDB01158,NA,PA(14:0/16:1(9Z)),CCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C33H63O8P1,618.4260555,3,Metabolite
YMDB01161,NA,PA(16:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC,quantified,C35H69O8P1,648.4730057,2,Metabolite
YMDB01162,NA,PA(16:0/16:1(9Z)),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C35H67O8P1,646.4573556,3,Metabolite
YMDB01163,NA,PA(16:0/18:1(9Z)),CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C37H71O8P1,674.4886557,3,Metabolite
YMDB01164,NA,PA(16:1(9Z)/16:1(9Z)),CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C35H65O8P1,644.4417055,4,Metabolite
YMDB01165,NA,PA(16:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(O)=O,quantified,C37H69O8P1,672.4730057,4,Metabolite
YMDB01168,NA,PA(18:0/18:1(9Z)),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C39H75O8P1,702.5199559,3,Metabolite
YMDB01169,NA,PA(18:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C39H73O8P1,700.5043058,4,Metabolite
YMDB01170,NA,PA(18:1(9Z)/0:0),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@](O)([H])COP(O)(=O)O,quantified,C21H41O7P1,436.2589901,2,Metabolite
YMDB01171,NA,PC(10:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C34H68N1O8P1,649.4682546,2,Metabolite
YMDB01172,NA,PC(10:0/16:1(9Z)),CCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C34H66N1O8P1,647.4526046,3,Metabolite
YMDB01173,NA,PC(12:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C36H72N1O8P1,677.4995548,2,Metabolite
YMDB01174,NA,PC(12:0/16:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C36H70N1O8P1,675.4839047,3,Metabolite
YMDB01176,NA,PC(14:0/16:0),[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,quantified,C38H76N1O8P1,705.5308549,2,Metabolite
YMDB01177,NA,PC(14:0/16:1(9Z)),CCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C38H74N1O8P1,703.5152048,3,Metabolite
YMDB01178,NA,PC(14:1(9Z)/16:1(9Z)),CCCCCC\C=C/CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/CCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C38H72N1O8P1,701.4995548,4,Metabolite
YMDB01179,NA,PC(16:0/0:0),[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C24H50N1O7P1,495.3324894,1,Metabolite
YMDB01180,NA,PC(16:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,quantified,C40H80N1O8P1,733.562155,2,Metabolite
YMDB01181,NA,PC(16:0/16:1(9Z)),CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C40H78N1O8P1,731.546505,3,Metabolite
YMDB01182,NA,PC(16:0/18:0),[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,quantified,C42H84N1O8P1,761.5934551,2,Metabolite
YMDB01184,NA,PC(16:1(9Z)/0:0),CCCCCC\C=C/CCCCCCCC(=O)OC[C@@]([H])(O)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C24H48N1O7P1,493.3168394,2,Metabolite
YMDB01185,NA,PC(16:1(9Z)/16:1(9Z)),CCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C40H76N1O8P1,729.5308549,4,Metabolite
YMDB01186,NA,PC(16:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C42H80N1O8P1,757.562155,4,Metabolite
YMDB01188,NA,PC(18:0/18:0),[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,quantified,C44H88N1O8P1,789.6247553,2,Metabolite
YMDB01189,NA,PC(18:0/18:1(9Z)),CCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C44H86N1O8P1,787.6091052,3,Metabolite
YMDB01190,NA,PC(18:1(9Z)/0:0),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@]([H])(O)COP([O-])(=O)OCC[N+](C)(C)C,quantified,C26H52N1O7P1,521.3481395,2,Metabolite
YMDB01191,NA,PC(18:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C44H84N1O8P1,785.5934551,4,Metabolite
YMDB01192,NA,PE(12:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(O)(=O)OCCN,quantified,C33H66N1O8P1,635.4526046,2,Metabolite
YMDB01193,NA,PE(12:0/16:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C33H64N1O8P1,633.4369545,3,Metabolite
YMDB01194,NA,PE(14:0/0:0),[H][C@@](O)(COC(=O)CCCCCCCCCCCCC)COP(O)(=O)OCCN,quantified,C19H40N1O7P1,425.2542391,1,Metabolite
YMDB01195,NA,PE(14:0/16:1(9Z)),[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C35H68N1O8P1,661.4682546,3,Metabolite
YMDB01197,NA,PE(16:0/0:0),[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN,quantified,C21H44N1O7P1,453.2855392,1,Metabolite
YMDB01199,NA,PE(16:0/16:1(9Z)),[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C37H72N1O8P1,689.4995548,3,Metabolite
YMDB01200,NA,PE(16:0/18:1(9Z)),[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C39H76N1O8P1,717.5308549,3,Metabolite
YMDB01201,NA,PE(16:1(9Z)/0:0),[H][C@@](O)(COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OCCN,quantified,C21H42N1O7P1,451.2698892,2,Metabolite
YMDB01202,NA,PE(16:1(9Z)/16:1(9Z)),[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C37H70N1O8P1,687.4839047,4,Metabolite
YMDB01203,NA,PE(16:1(9Z)/18:1(9Z)),[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C39H74N1O8P1,715.5152048,4,Metabolite
YMDB01204,NA,PE(18:0/0:0),[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OCCN,quantified,C23H48N1O7P1,481.3168394,1,Metabolite
YMDB01206,NA,PE(18:0/18:1(9Z)),[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C41H80N1O8P1,745.562155,3,Metabolite
YMDB01207,NA,PE(18:1(9Z)/0:0),[H][C@@](O)(COC(=O)CCCCCCC\C=C/CCCCCCCC)COP(O)(=O)OCCN,quantified,C23H46N1O7P1,479.3011893,2,Metabolite
YMDB01208,NA,PE(18:1(9Z)/18:1(9Z)),[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C41H78N1O8P1,743.546505,4,Metabolite
YMDB01209,NA,PG(16:0/16:1(9Z)),[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C38H73O10P1,720.494135,3,Metabolite
YMDB01210,NA,PG(16:0/18:1(9Z)),[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C40H77O10P1,748.5254352,3,Metabolite
YMDB01211,NA,PG(16:1(9Z)/16:1(9Z)),[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C38H71O10P1,718.478485,4,Metabolite
YMDB01212,NA,PG(16:1(9Z)/18:1(9Z)),[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C40H75O10P1,746.5097851,4,Metabolite
YMDB01213,NA,PG(18:0/18:1(9Z)),[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C42H81O10P1,776.5567353,3,Metabolite
YMDB01214,NA,PG(18:1(9Z)/18:1(9Z)),[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C42H79O10P1,774.5410852,4,Metabolite
YMDB01215,NA,PI(10:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C35H67O13P1,726.4319287,3,Metabolite
YMDB01216,NA,PI(10:0/16:1(9Z)),CCCCCCCCCC(=O)OC[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C35H65O13P1,724.4162786,4,Metabolite
YMDB01217,NA,PI(10:0/18:0),CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C37H71O13P1,754.4632288,3,Metabolite
YMDB01218,NA,PI(12:0/0:0),CCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C21H41O12P1,516.2335632,2,Metabolite
YMDB01221,NA,PI(12:0/16:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C37H69O13P1,752.4475788,4,Metabolite
YMDB01222,NA,PI(12:0/18:0),CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C39H75O13P1,782.494529,3,Metabolite
YMDB01223,NA,PI(14:0/0:0),CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C23H45O12P1,544.2648634,2,Metabolite
YMDB01227,NA,PI(14:0/16:1(9Z)),CCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C39H73O13P1,780.4788789,4,Metabolite
YMDB01228,NA,PI(14:0/18:1(9Z)),CCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C41H77O13P1,808.510179,4,Metabolite
YMDB01229,NA,PI(14:1(9Z)/0:0),CCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C23H43O12P1,542.2492133,3,Metabolite
YMDB01231,NA,PI(14:1(9Z)/16:1(9Z)),CCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C39H71O13P1,778.4632288,5,Metabolite
YMDB01233,NA,PI(16:0/0:0),CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C25H49O12P1,572.2961635,2,Metabolite
YMDB01234,NA,PI(16:0/16:0),[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC,quantified,C41H79O13P1,810.5258291,3,Metabolite
YMDB01236,NA,PI(16:0/18:1(9Z)),CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C43H81O13P1,836.5414791,4,Metabolite
YMDB01237,NA,PI(16:1(9Z)/0:0),CCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C25H47O12P1,570.2805134,3,Metabolite
YMDB01239,NA,PI(16:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C43H79O13P1,834.5258291,5,Metabolite
YMDB01240,NA,PI(18:0/0:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C27H53O12P1,600.3274636,2,Metabolite
YMDB01242,NA,PI(18:0/18:1(9Z)),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C45H85O13P1,864.5727793,4,Metabolite
YMDB01243,NA,PI(18:1(9Z)/0:0),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C27H51O12P1,598.3118136,3,Metabolite
YMDB01244,NA,PI(18:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C45H83O13P1,862.5571292,5,Metabolite
YMDB01245,NA,PI(22:0/0:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,quantified,C31H61O12P1,656.3900639,2,Metabolite
YMDB01246,NA,PS(12:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(O)(=O)OC[C@H](N)C(O)=O,quantified,C34H66N1O10P1,679.4424338,3,Metabolite
YMDB01247,NA,PS(12:0/16:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C34H64N1O10P1,677.4267837,4,Metabolite
YMDB01248,NA,PS(14:0/16:1(9Z)),[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,quantified,C36H68N1O10P1,705.4580839,4,Metabolite
YMDB01250,NA,PS(16:0/0:0),CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)OC[C@H](N)C(O)=O,quantified,C22H44N1O9P1,497.2753685,2,Metabolite
YMDB01251,NA,PS(16:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC,quantified,C38H74N1O10P1,735.5050341,3,Metabolite
YMDB01252,NA,PS(16:0/16:1(9Z)),[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,quantified,C38H72N1O10P1,733.489384,4,Metabolite
YMDB01254,NA,PS(16:1(9Z)/16:1(9Z)),[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,quantified,C38H70N1O10P1,731.4737339,5,Metabolite
YMDB01255,NA,PS(16:1(9Z)/18:1(9Z)),[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)C(O)=O,quantified,C40H74N1O10P1,759.5050341,5,Metabolite
YMDB01256,NA,PS(18:0/0:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)OC[C@H](N)C(O)=O,quantified,C24H48N1O9P1,525.3066686,2,Metabolite
YMDB01258,NA,PS(18:1(9Z)/0:0),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)OC[C@H](N)C(O)=O,quantified,C24H46N1O9P1,523.2910186,3,Metabolite
YMDB01259,NA,PS(18:1(9Z)/18:1(9Z)),[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)C(O)=O,quantified,C42H78N1O10P1,787.5363342,5,Metabolite
YMDB01260,NA,TG(12:0/12:0/18:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC,quantified,C45H84O6,720.6267904,4,Metabolite
YMDB01263,NA,TG(12:0/14:1(9Z)/16:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCC,quantified,C45H82O6,718.6111403,5,Metabolite
YMDB01264,NA,TG(12:0/14:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,quantified,C51H96O6,804.7206908,4,Metabolite
YMDB01265,NA,TG(12:0/16:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,quantified,C47H90O6,750.6737406,3,Metabolite
YMDB01266,NA,TG(12:0/16:0/16:1(9Z)),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCC,quantified,C47H88O6,748.6580905,4,Metabolite
YMDB01267,NA,TG(12:0/16:0/18:1(9Z)),CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C49H92O6,776.6893907,4,Metabolite
YMDB01268,NA,TG(12:0/16:1(9Z)/16:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C47H86O6,746.6424405,5,Metabolite
YMDB01269,NA,TG(12:0/16:1(9Z)/18:1(9Z)),CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C49H90O6,774.6737406,5,Metabolite
YMDB01270,NA,TG(12:0/16:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C53H100O6,832.7519909,4,Metabolite
YMDB01271,NA,TG(14:0/16:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,quantified,C49H94O6,778.7050407,3,Metabolite
YMDB01275,NA,TG(14:0/16:1(9Z)/18:1(9Z)),CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C51H94O6,802.7050407,5,Metabolite
YMDB01276,NA,TG(14:0/16:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C55H104O6,860.783291,4,Metabolite
YMDB01277,NA,TG(14:0/16:1(9Z)/26:0),CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C59H112O6,916.8458913,4,Metabolite
YMDB01280,NA,TG(14:0/18:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C57H108O6,888.8145912,4,Metabolite
YMDB01281,NA,TG(14:1(9Z)/16:1(9Z)/16:1(9Z)),CCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C49H88O6,772.6580905,6,Metabolite
YMDB01282,NA,TG(14:1(9Z)/16:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C51H92O6,800.6893907,6,Metabolite
YMDB01283,NA,TG(14:1(9Z)/16:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C55H102O6,858.767641,5,Metabolite
YMDB01285,NA,TG(16:0/16:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,quantified,C53H102O6,834.767641,3,Metabolite
YMDB01288,NA,TG(16:0/16:1(9Z)/18:1(9Z)),CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C53H98O6,830.7363409,5,Metabolite
YMDB01291,NA,TG(16:0/16:1(9Z)/26:0),CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C61H116O6,944.8771914,4,Metabolite
YMDB01297,NA,TG(16:0/18:1(9Z)/26:0),CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C63H120O6,972.9084916,4,Metabolite
YMDB01300,NA,TG(16:1(9Z)/16:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C53H96O6,828.7206908,6,Metabolite
